,nama,harga,deskripsi,detail,link
62,Emirofgameland20 Ketika Emir Kecanduan Game,"Rp.55,200 ","
          Jadi, ia bersembunyi di dalam semak-semak di depan sebuah gedung tua yang sepi dan horor. Ia menahan napas, berharap-harap cemas, ya Tuhan. Bertemu hantu lebih, dia bisa berdoa dan hantu itu tidak akan mencelakai.

Tapi Leopold? Secepat kilat Emir berlari. Tenaganya hampir habis. Nmaun ia terus mengayunkan kaki sekuat tenaga. Betisnya dipaksa berlari, mencari tempat terbaik untuk bersembunyi. Ia terus berlari dan berlari, keringat membanjiri tubuhnya.

Emir tak pernah mengira akan terperangkap dalam situasi berbahaya gara-gara memenuhi ajakan teman dunia mayanya untuk bertemu di dunia nyata.        ","{'Kategori': 'Pengetahuan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '132 halaman', 'Dimensi': '13x18 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Yanita', 'Penulis': 'Alifia Aflatus', 'Berat': '300 gram', 'Product Tags': ' \nalifia aflatus\nbuku anak\nbuku pengetahuan anak\npengetahuan anak\nyanita\n\n'}",https://www.solusibuku.com/buku-anak/emirofgameland20-ketika-emir-kecanduan-game.html
63,Duniaku Dalam AlQuran,"Rp.36,000 ","
          Buku ini mengajak Anda untuk mengkaji Alquran sambil mengagumi alam raya ciptaan Allah Swt. melalui ilmu pengetahuan alam atau sains. Mulai dari penciptaan alam semesta, garis edar tata surya, gunung-gunung dan lautan, tumbuhan dan tingkah laku hewan, dan juga penciptaan manusia.        ","{'Kategori': 'Pengetahuan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '112 halaman', 'Dimensi': '24x17 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Trans Idea Publishing', 'Penulis': 'Aisyah Ramadhan', 'Berat': '200 gram', 'Product Tags': ' \naisyah ramadhan\nbuku anak\nbuku pengetahuan anak\npengetahuan anak\ntrans idea publishing\n\n'}",https://www.solusibuku.com/buku-anak/duniaku-dalam-al-quran.html
64,Tumbuhan Sayuran & BuahBuahan Ensiklopedia Cerdas,"Rp.47,600 ","
Melalui buku ini, adik-adik akan mengetahui kekayaan alam yang disediakan Tuhan untuk manusia. Pasti ada beberapa jenis tumbuhan, sayuran, dan buah yang belum kamu ketahui. Ayo belajar lebih mengenal tumbuhan, sayuran, dan buah-buahan disekitar kita.
","{'Kategori': 'Pengetahuan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '100 halaman', 'Dimensi': '25x18.5 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'C-Klik Media', 'Penulis': 'Amazing Kids', 'Berat': '400 gram', 'Product Tags': ' \namazing kids\nbuku anak\nbuku pengetahuan anak\nc-klik media\npengetahuan anak\n\n'}",https://www.solusibuku.com/buku-anak/tumbuhan-sayuran-buah-buahan-ensiklopedia-cerdas.html
65,Kereta Api Ensiklopedia Cerdas,"Rp.95,200 ","
Ada banyak pengetahuan yang bisa didapatkan dari kereta api dan keunikan-keunikannya. Ayo kita mengenal berbagai jenis kereta api dan juga seluk beluknya. Sangat menarik juga jika kita bisa mengentahui berbagai jenis kereta api di dunia ini.
","{'Kategori': 'Pengetahuan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '100 halaman', 'Dimensi': '25x18.5 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'C-Klik Media', 'Penulis': 'Amazing Kids', 'Berat': '400 gram', 'Product Tags': ' \namazing kids\nbuku anak\nbuku pengetahuan anak\nc-klik media\npengetahuan anak\n\n'}",https://www.solusibuku.com/buku-anak/kereta-api-ensiklopedia-cerdas.html
66,Transportasi Dunia Ensiklopedia Cerdas,"Rp.47,600 ","
Buku ini membahas berbagai macam kendaraan yang ada di masing-masing Negara diseluruh dunia. Sangat menarik bukan? Ayo berkeliling dunia, mengenal setiap alat transportasi unik yang ada diseluruh belahan dunia.
","{'Kategori': 'Pengetahuan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '100 halaman', 'Dimensi': '25x18.5 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'C-Klik Media', 'Penulis': 'Amazing Kids', 'Berat': '400 gram', 'Product Tags': ' \namazing kids\nbuku anak\nbuku pengetahuan anak\nc-klik media\npengetahuan anak\n\n'}",https://www.solusibuku.com/buku-anak/transportasi-dunia-ensiklopedia-cerdas.html
67,Bumi Ensiklopedia Cerdas,"Rp.47,600 ","
Buku ini disiapkan untuk membekali adik dengan berbagai pengetahuan tentang Bumi. Semua hal tentang Bumi dikupas tuntas dalam ensiklopedia ini. Selain itu, buku ini juga akan membantu dalam pelajaran di sekolah.
","{'Kategori': 'Pengetahuan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '100 halaman', 'Dimensi': '25x18.5 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'C-Klik Media', 'Penulis': 'Amazing Kids', 'Berat': '400 gram', 'Product Tags': ' \namazing kids\nbuku anak\nbuku pengetahuan anak\nc-klik media\npengetahuan anak\n\n'}",https://www.solusibuku.com/buku-anak/bumi-ensiklopedia-cerdas.html
68,34 Dongeng Super Amazing Kekayaan Fauna Indonesia,"Rp.27,600 ","
Buku ini berisi 34 cerita hewan yang berasal dari 34 provinsi yang ada di Indonesia. Satu provinsi satu cerita. Tokoh utama adalah hewan khas provinsi yang bersangkutan dan diberi nama yang pas nan lucu. Cerita mengangkat kearifan lokal dan sarat pesan moral pembentuk karakter anak. Di bagian akhir buku ditampilkan pula fakta unik setiap hewan yang diceritakan sehingga dapat menambah wawasan ilmu pengetahuan anak.
","{'Kategori': 'Cerita Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '160 halaman', 'Dimensi': '17.5x24 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Scritto Books', 'Penulis': 'Kak Wulan', 'Berat': '300 gram', 'Product Tags': ' \nbuku anak\nbuku cerita anak\ncerita anak\nkak wulan\nscritto books\n\n'}",https://www.solusibuku.com/buku-anak/34-dongeng-super-amazing-kekayaan-fauna-indonesia.html
69,Cerita 7 Menit Sambil Mengenal Hadits SehariHari,"Rp.74,400 ","
          Buku ini berisi cerita sehari-hari yang dihubungkan dengan hadits Rasulullah saw. Jadi selain menyimak cerita yang sangat menarik dan penuh nilai, anak juga bisa mengenal hadits yang tentunya mudah dihafal dan mudah diamal.        ","{'Kategori': 'Cerita Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '160 halaman', 'Dimensi': '24x18 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Checklist', 'Penulis': 'Sumenti & Devi Ardiyanti', 'Berat': '400 gram', 'Product Tags': ' \nbuku anak\nbuku cerita anak\ncerita anak\nchecklist\nsumenti & devi ardiyanti\n\n'}",https://www.solusibuku.com/buku-anak/cerita-7-menit-sambil-mengenal-hadits-sehari-hari.html
70,Cepat Lancar Membaca Aku Ingin Sekolah,"Rp.51,600 ","
          Buku ini berisi aktivitas belajar membaca yang memadukan metode mengenal huruf dengan metode membaca kata dan kalimat pendek. Materi disusun dengan sistematis, dimulai dari yang paling mudah (mengenal huruf vokal dan konsonan) dan berlanjut ke materi yang lebih menantang (misal membaca cerita jenaka).        ","{'Kategori': 'Keterampilan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '104 halaman', 'Dimensi': '24x18 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Checklist', 'Penulis': 'Heru Kurniawan Dkk', 'Berat': '300 gram', 'Product Tags': ' \nbuku anak\nbuku keterampilan anak\nchecklist\nheru kurniawan dkk\nketerampilan anak\n\n'}",https://www.solusibuku.com/buku-anak/cepat-lancar-membaca-aku-ingin-sekolah.html
71,Tegak Bersambung Cepat Lancar Menulis Huruf,"Rp.52,800 ","
          Buku ini berisi aktivitas menulis huruf tegak bersambung yang disusun secara sistematis, mulai dari materi yang paling mudah hingga yang sulit. Berbeda dengan buku lain yang setema, buku ini lebih lengkap dan padat, dengan kuantitas latihan menulis yang cukup banyak. Harapannya, buku ini dapat mematangkan motorik anak lewat pembiasaan sehingga semakin lancar dalam menulis huruf tegak bersambung.        ","{'Kategori': 'Keterampilan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '104 halaman', 'Dimensi': '24x18 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Checklist', 'Penulis': 'Hengky Irawan', 'Berat': '300 gram', 'Product Tags': ' \nbuku anak\nbuku keterampilan anak\nchecklist\nhengky irawan\nketerampilan anak\n\n'}",https://www.solusibuku.com/buku-anak/tegak-bersambung-cepat-lancar-menulis-huruf.html
72,Fun And Easy Conversation For Kids Untuk TkSd,"Rp.28,000 ","
          Buku tersebut berisi tentang kegiatan pembelajaran percakapan dalam Bahasa Inggris. Kegiatan edukatif juga ditampilkan dalam buku tersebut. Kegiatan-kegiatan itu seperti mencocokkan nama hari dalam dua Bahasa, mengisi TTS dalam bentuk Bahasa Inggris, menemukan kata dalam bentuk Bahasa inggris, menuliskan bentuk Bahasa Inggris dari suatu kata dll yang berguna untuk kelancaran berbicara, membaca, dan juga kegiatan lain yang menunjang anak untuk mengasah kemampuannya dalam belajar percakapan Bahasa Inggris.        ","{'Kategori': 'Pengetahuan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '68 halaman', 'Dimensi': '24x18 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Charissa Publisher', 'Penulis': 'Amazing Kids', 'Berat': '300 gram', 'Product Tags': ' \namazing kids\nbuku anak\nbuku pengetahuan anak\ncharissa publisher\npengetahuan anak\n\n'}",https://www.solusibuku.com/buku-anak/fun-and-easy-conversation-for-kids-untuk-tk-sd.html
73,Pintar Menulis Huruf & Angka Plus Berhitung,"Rp.58,000 ","
          Buku ini berisi aktivitas belajar menulis huruf dan angka plus belajar berhitung. Pelajaran berhitung ini masih berupa materi yang sangat sederhana (pemula/awal) agar tidak memberatkan anak, lebih dimaksudkan sebagai pengenalan. Aktivitas menulis huruf dan angka bisa menjadi latihan yang sangat baik bagi si kecil dalam menunjang persiapannya untuk masuk sekolah dasar.        ","{'Kategori': 'Keterampilan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '104 halaman', 'Dimensi': '24x18 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Checklist', 'Penulis': 'Hengky Irawan', 'Berat': '200 gram', 'Product Tags': ' \nbuku anak\nbuku keterampilan anak\nchecklist\nhengky irawan\nketerampilan anak\n\n'}",https://www.solusibuku.com/buku-anak/pintar-menulis-huruf-angka-plus-berhitung.html
74,Serangga Ensiklopedia Cerdas,"Rp.47,600 ","
Buku ini berisi berbagai jenis serangga mulai dari nama serang yang berhuruf depan a-z. Dengan bahasa yang sederhana, banyak gambar serangga yang dibuat menarik dan jenaka.
","{'Kategori': 'Pengetahuan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '100 halaman', 'Dimensi': '25x18.5 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'C-Klik Media', 'Penulis': 'Amazing Kids', 'Berat': '400 gram', 'Product Tags': ' \namazing kids\nbuku anak\nbuku pengetahuan anak\nc-klik media\npengetahuan anak\n\n'}",https://www.solusibuku.com/buku-anak/serangga-ensiklopedia-cerdas.html
75,Aktivitas Anak Superkomplet,"Rp.24,000 ","
Buku ini berisikan aktivitas anak yang sangat lengkap. Dalam buku ini anak dapat belajar menebalkan, memotong, menempel, membaca, menulis, menghitung, dan menggambar. Aktivitas-aktivitas anak ini disajikan dengan runtut dan mudah dipahami. Huruf dan angka maupun gambar yang disajikan pun berukuran cukup besar. Buku ini disertai dengan sticker, sehingga anak akan belajar memotong dan menempel dengan baik.
","{'Kategori': 'Keterampilan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '65 halaman', 'Dimensi': '26x19 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Charissa Publisher', 'Penulis': 'Kak Teguh', 'Berat': '200 gram', 'Product Tags': ' \nbuku anak\nbuku keterampilan anak\ncharissa publisher\nkak teguh\nketerampilan anak\n\n'}",https://www.solusibuku.com/buku-anak/aktivitas-anak-superkomplet.html
76,Tubuh Manusia Ensiklopedia Ceras,"Rp.95,200 ","
Buku ini berisi pengetahuan mengenai tubuh manusia. Dalam buku ini kita bisa melihat dengan jelas organ-organ tubuh tersebut. Selain itu, ada organ dalam tubuh manusia yang memiliki fungsinya masing-masing. Bagaimana kita bergerak? Bagaimana darah bisa beredar ke seluruh bagian tubuh? Dan masih banyak lagi.
","{'Kategori': 'Pengetahuan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '100 halaman', 'Dimensi': '25x18.5 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'C-Klik Media', 'Penulis': 'Amazing Kids', 'Berat': '400 gram', 'Product Tags': ' \namazing kids\nbuku anak\nbuku pengetahuan anak\nc-klik media\npengetahuan anak\n\n'}",https://www.solusibuku.com/buku-anak/tubuh-manusia-ensiklopedia-ceras.html
77,Super Asyik Mewarnai Binatang Peliharaan,"Rp.35,200 ","
          Buku ini merupakan ‘”sahabat” bagi anak dalam mencurahkan ekspresinya. Buku ini dapat menjadi sarana anak dalam melatih kemampuan motorik. Selain itu, buku ini juga dilengkapi dengan fakta unik dari setiap binatang peliharaan.        ","{'Kategori': 'Keterampilan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '40 halaman', 'Dimensi': '26x18.5 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Orlin Mediatama', 'Penulis': 'Amazing Kids', 'Berat': '300 gram', 'Product Tags': ' \namazing kids\nbuku anak\nbuku keterampilan anak\nketerampilan anak\norlin mediatama\n\n'}",https://www.solusibuku.com/buku-anak/super-asyik-mewarnai-binatang-peliharaan.html
78,Permainan Ular Tangga Petualangan Mengejar CitaCita,"Rp.20,000 ","
          Permainan anak ini berbeda dengan ular tangga yang telah ada. Di sini selain ada aktivitas dasar kognitif anak yang dilatih, anak juga diajak untuk berimajinasi tentang cita-citanya. Rangkaian tentang motivasi mengejar cita-cita ini dibuat secara menarik, gampang untuk dimengerti anak, dan desain yang disajikan membuat anak tertantang untuk memainkannya.        ","{'Kategori': 'Keterampilan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': ' halaman', 'Dimensi': '31x38.5 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Ecosystem', 'Penulis': 'Tim Ecosystem Kids', 'Berat': '100 gram', 'Product Tags': ' \nbuku anak\nbuku keterampilan anak\necosystem\nketerampilan anak\ntim ecosystem kids\n\n'}",https://www.solusibuku.com/buku-anak/permainan-ular-tangga-petualangan-mengejar-cita-cita.html
79,Permainan Ular Tangga Menjelajah Antariksa,"Rp.20,000 ","
          Permainan anak ini berbeda dengan ular tangga yang telah ada. Di sini selain ada aktivitas dasar kognitif anak yang dilatih, anak juga diajak untuk berimajinasi.
Penjelajahan Antariksa ini dibuat lebih menantang anak untuk membayangkan tentang luar angkasa. Dengan dunia baru yang dikemas dengan permainan ini, membuat imajinasi dan pengetahuan anak akan bertambah.        ","{'Kategori': 'Keterampilan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': ' halaman', 'Dimensi': '32x38.5 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Ecosystem', 'Penulis': 'Tim Ecosystem Kids', 'Berat': '200 gram', 'Product Tags': ' \nbuku anak\nbuku keterampilan anak\necosystem\nketerampilan anak\ntim ecosystem kids\n\n'}",https://www.solusibuku.com/buku-anak/permainan-ular-tangga-menjelajah-antariksa.html
80,Mewarnai Binatang Liar Super Asyik,"Rp.35,200 ","
          Buku ini merupakan sahabat bagi anak dalam mencurahkan ekspresi anak. Anak dapat dengan riang gembira mewarnai halaman demi halaman yang berisikan gambar-gambar lucu dan menarik binatang liar dari buku ini. Adapun fakta unik dari setiap binatang liar dalam buku ini.        ","{'Kategori': 'Keterampilan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '40 halaman', 'Dimensi': '26x18.5 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Orlin Mediatama', 'Penulis': 'Amazing Kids', 'Berat': '200 gram', 'Product Tags': ' \namazing kids\nbuku anak\nbuku keterampilan anak\nketerampilan anak\norlin mediatama\n\n'}",https://www.solusibuku.com/buku-anak/mewarnai-binatang-liar-super-asyik.html
81,Mewarnai Dinosaurus Super Asyik,"Rp.35,200 ","
          Buku ini merupakan sahabat bagi anak dalam mencurahkan ekspresi anak. Anak dapat dengan riang gembira mewarnai halaman demi halaman yang berisikan gambar-gambar lucu dan menarik dinosaurus dari buku ini. Adapun fakta unik dari setiap dinosaurus dalam buku ini.        ","{'Kategori': 'Keterampilan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '40 halaman', 'Dimensi': '26x18.5 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Orlin Mediatama', 'Penulis': 'Amazing Kids', 'Berat': '200 gram', 'Product Tags': ' \namazing kids\nbuku anak\nbuku keterampilan anak\nketerampilan anak\norlin mediatama\n\n'}",https://www.solusibuku.com/buku-anak/mewarnai-dinosaurus-super-asyik.html
82,Tema Binatang Buku Mewarnai Usia Dini,"Rp.36,000 ","
          Buku ini berisi gambar-gambar bertema Binatang yang dibuat sedemikian rupa sehingga tampak menarik dan jenaka. Garis batasnya tebal sehingga sangat mudah diwarnai oleh anak usia dini. Dilengkapi dengan aktivitas melatih motorik anak, yaitu menebalkan aneka garis dan menebalkan huruf (nama objek).        ","{'Kategori': 'Keterampilan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '44 halaman', 'Dimensi': '24x18 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Checklist', 'Penulis': 'Checklist Studio', 'Berat': '200 gram', 'Product Tags': ' \nbuku anak\nbuku keterampilan anak\nchecklist\nchecklist studio\nketerampilan anak\n\n'}",https://www.solusibuku.com/buku-anak/tema-binatang-buku-mewarnai-usia-dini.html
83,Tema BuahBuahan Buku Mewarnai Usia Dini,"Rp.36,000 ","
          Buku ini berisi gambar-gambar bertema Buah-buahan yang dibuat sedemikian rupa sehingga tampak menarik dan jenaka. Garis batasnya tebal sehingga sangat mudah diwarnai oleh anak usia dini. Dilengkapi dengan aktivitas melatih motorik anak, yaitu menebalkan aneka garis dan menebalkan huruf (nama objek).        ","{'Kategori': 'Keterampilan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '44 halaman', 'Dimensi': '24x18 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Checklist', 'Penulis': 'Checklist Studio', 'Berat': '200 gram', 'Product Tags': ' \nbuku anak\nbuku keterampilan anak\nchecklist\nchecklist studio\nketerampilan anak\n\n'}",https://www.solusibuku.com/buku-anak/tema-buah-buahan-buku-mewarnai-usia-dini.html
84,String'S Out Loud Antara Aku Panah Dan Gitarku,"Rp.39,200 ","
          Bagaimanapun Ravi ingin bermain, tapi ia harus melaksanakan perintah bapak untuk berlatih memanah. Sebenarnya Ravi lebih suka bermain gitar, tapi bapak nggak mau tau. Semasa muda bapak adalah atlet panahan.
Bakat dan latihan keras membawa Ravi lolos seleksi Timnas.Tapi…ada yang tak suka dan tega merusak busur Ravi! Berkat kerja keras, dukungan orang tua dan pelatih akhirnya Ravi menjadi juara.        ","{'Kategori': 'Cerita Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '132 halaman', 'Dimensi': '13x18 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Yanita', 'Penulis': 'Alifia Aflatus', 'Berat': '300 gram', 'Product Tags': ' \nalifia aflatus\nbuku anak\nbuku cerita anak\ncerita anak\nyanita\n\n'}",https://www.solusibuku.com/buku-anak/strings-out-loud-antara-aku-panah-dan-gitarku.html
85,Super Asyik Belajar Bersama Dinosaurus Abacaga,"Rp.15,600 ","
SUPER ASYIK BELAJAR BERSAMA DINOSAURUS ABACAGA
","{'Kategori': 'Keterampilan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '48 halaman', 'Dimensi': '24x18 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'C-Klik Media', 'Penulis': 'Amazing Kids', 'Berat': '300 gram', 'Product Tags': ' \namazing kids\nbuku anak\nbuku keterampilan anak\nc-klik media\nketerampilan anak\n\n'}",https://www.solusibuku.com/buku-anak/super-asyik-belajar-bersama-dinosaurus-abacaga.html
86,Super Asyik Calistung Bersama Dinosaurus,"Rp.15,600 ","
Buku ini berisi belajar membaca, menulis, dan berhitung dengan cara yang menyenangkan bersama Dino. Semua ilustrasi dibuat semenarik dan jenaka mungkin dengan konsep dunia dinosaurus. Wow, sangat menyenangkan ya? Tentu saja, karena dengan ditemani Dino, aktivitas belajar membaca, menulis, dan berhitung menjadi sangat menyenangkan.
","{'Kategori': 'Keterampilan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '48 halaman', 'Dimensi': '24x18 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'C-Klik Media', 'Penulis': 'Amazing Kids', 'Berat': '200 gram', 'Product Tags': ' \namazing kids\nbuku anak\nbuku keterampilan anak\nc-klik media\nketerampilan anak\n\n'}",https://www.solusibuku.com/buku-anak/super-asyik-calistung-bersama-dinosaurus.html
87,Fabel Peribahasa,"Rp.54,800 ","
          Berisi 24 dongeng dunia binatang yang ditulis dengan jenaka dan sangat imajinatif. Membaca dongeng ini akan membuat si kecil ceria, dan bahkan tertawa-tawa. Sangat cocok dibaca sebagai dongeng pengantar tidur. Ada cerita tentang keledai yang tak lagi dungu, menghilangnya si Hippo, buaya yang menangis, Kukur yang bijaksana, dan masih banyak lagi.        ","{'Kategori': 'Cerita Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '104 halaman', 'Dimensi': '18x24 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Checklist', 'Penulis': 'Bilif Abduh', 'Berat': '400 gram', 'Product Tags': ' \nbilif abduh\nbuku anak\nbuku cerita anak\ncerita anak\nchecklist\n\n'}",https://www.solusibuku.com/buku-anak/fabel-peribahasa.html
88,Aku Pintar Membaca Buku Pintar Favorit Si Kecil,"Rp.57,600 ","
          Berisi materi latihan membaca yang dikemas dalam aktivitas-aktivitas seru yang juga dapat melatih motorik anak. Disusun secara sistematis, mulai dari yang paling mudah hingga berlanjut ke materi yang lebih menantang. Beberapa materi itu antara lain adalah mengenal dan menulis huruf, bermain dengan huruf dan kata, membaca suku kata, kata, dan kalimat, serta belajar membaca cerita.        ","{'Kategori': 'Keterampilan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '108 halaman', 'Dimensi': '24x18 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Checklist', 'Penulis': 'Aficha Zulviana', 'Berat': '200 gram', 'Product Tags': ' \naficha zulviana\nbuku anak\nbuku keterampilan anak\nchecklist\nketerampilan anak\n\n'}",https://www.solusibuku.com/buku-anak/aku-pintar-membaca-buku-pintar-favorit-si-kecil.html
89,Aku Pintar Berhitung Buku Favorit Si Kecil,"Rp.66,000 ","
          Buku ini berisi materi latihan berhitung yang dikemas dalam aktivitas-aktivitas seru yang juga dapat melatih motorik anak. Disusun secara sistematis, mulai dari yang paling mudah hingga berlanjut ke materi yang lebih menantang. Beberapa materi itu antara lain adalah mengenal dan menulis angka, menghubungkan gambar, penjumlahan dan pengurangan, menghubungkan titik, dan mewarnai aneka gambar.        ","{'Kategori': 'Keterampilan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '132 halaman', 'Dimensi': '24x18 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Checklist', 'Penulis': 'Hengky Irawan', 'Berat': '300 gram', 'Product Tags': ' \nbuku anak\nbuku keterampilan anak\nchecklist\nhengky irawan\nketerampilan anak\n\n'}",https://www.solusibuku.com/buku-anak/aku-pintar-berhitung-buku-favorit-si-kecil.html
90,Ensiklopedia Dongeng & Cerita Asal Mula Nama Daerah,"Rp.43,600 ","
Buku ini berisi tentang kisah, cerita, juga dongeng mengenai nama asal-usul tempat dan daerah di Nusantara. Kisah-kisah dalam buku ini juga mengandung unsur pesan moral yang sangat berguna bagi pendidikan karakter khususnya untuk anak dan remaja. Selain itu, buku ini hadir sebagai bacaan alternatif untuk meningkatkan kembali kesadaran membaca bagi generasi penerus dan untuk menambah wawasan mengenai sejarah nusantara melalui tradisi membaca cerita.
","{'Kategori': 'Cerita Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '194 halaman', 'Dimensi': '24x18 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'C-Klik Media', 'Penulis': 'Faisal Ardi Gustama', 'Berat': '500 gram', 'Product Tags': ' \nbuku anak\nbuku cerita anak\nc-klik media\ncerita anak\nfaisal ardi gustama\n\n'}",https://www.solusibuku.com/buku-anak/ensiklopedia-dongeng-cerita-asal-mula-nama-daerah.html
91,Aktivitas Anak Cerdas Buku Favorit Si Kecil,"Rp.54,400 ","
          Buku ini berisi materi belajar yang dikemas dalam aktivitas kreatif yang asyik dan menyenangkan. Aktivitas tersebut dirancang untuk meningkatkan kecerdasan majemuk anak-anak. Tak hanya aktivitas permainan, tetapi juga aktivitas belajar kemampuan dasar, seperti membaca, menulis, menebalkan, berhitung, dan mewarnai.        ","{'Kategori': 'Keterampilan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '84 halaman', 'Dimensi': '24x18 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Checklist', 'Penulis': 'Fatmawati Zain', 'Berat': '300 gram', 'Product Tags': ' \nbuku anak\nbuku keterampilan anak\nchecklist\nfatmawati zain\nketerampilan anak\n\n'}",https://www.solusibuku.com/buku-anak/aktivitas-anak-cerdas-buku-favorit-si-kecil.html
92,Ayo Merawat Gigi,"Rp.39,200 ","
          Buku ini berisi 10 ilustrasi cerita yang dilengkapi dengan deskripsi singkat dari masing-masing ilustrasi. Buku ini cocok untuk mengajarkan kemandirian kepada anak di rumah/sekolah. Dibuat dengan teks yang seminim mungkin sehingga pencerita dapat berimajinasi dan berekspresi dengan bahasanya sendiri. Dilengkapi aplikasi berbasis android yang dapat diunduh secara gratis melalui Google Play Store. App ini dapat menampilkan gerakan animasi sebagai media pendamping orang tua dalam membaca buku kepada anak.        ","{'Kategori': 'Pengetahuan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '20 halaman', 'Dimensi': '21x21 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Otebe Smart', 'Penulis': 'Rodhiyah Mutammimah', 'Berat': '300 gram', 'Product Tags': ' \nbuku anak\nbuku pengetahuan anak\notebe smart\npengetahuan anak\nrodhiyah mutammimah\n\n'}",https://www.solusibuku.com/buku-anak/ayo-merawat-gigi.html
