,nama,harga,deskripsi,detail,link
0,Quran Stories For Kids,"Rp.37,200 ","
          Memberi wawasan Qurani pada anak-anak agar menjadi Muslim yang berkarakter baik dan berakhlak mulia melalui kisah fabel yang terdapat dalam Al-Qur’an dan Hadis Nabi SAW.        ","{'Kategori': 'Pengetahuan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '68 halaman', 'Dimensi': '23x15.5 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Araska Publisher', 'Penulis': 'Bagus S. Putra', 'Berat': '300 gram', 'Product Tags': ' \naraska publisher\nbagus s putra\nbuku anak\nbuku pengetahuan anak\npengetahuan anak\n\n'}",https://www.solusibuku.com/buku-anak/quran-stories-for-kids.html
1,Binatang Laut Ensiklopedia Cerdas,"Rp.47,600 ","
Apakah kamu tahu, ada 2 laut yang airnya tidak bisa bersatu? Apakah kamu tahu jika landak laut yang katanya beracun itu dijadikan makanan di Jepang? Pasti banyak hal yang belum kamu ketahui mengenai laut dan keunikannya. Ayo jelajahi laut melalui buku Ensiklopedia Cerdas ini.
","{'Kategori': 'Pengetahuan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '100 halaman', 'Dimensi': '25x19 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'C-Klik Media', 'Penulis': 'Amazing Kids', 'Berat': '500 gram', 'Product Tags': ' \namazing kids\nbuku anak\nbuku pengetahuan anak\nc-klik media\npengetahuan anak\n\n'}",https://www.solusibuku.com/buku-anak/binatang-laut-ensiklopedia-cerdas.html
2,SGenap Buku Aktivitas Paud,"Rp.35,200 ","
Buku ini merupakan salah satu buku yang dapat dijadikan sebagai referensi untuk belajar sang buah hati untu Pendidikan Anak Usia Dini.
","{'Kategori': 'Keterampilan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '156 halaman', 'Dimensi': '26x18.5 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'C-Klik Media', 'Penulis': 'Kak Adi Putra', 'Berat': '300 gram', 'Product Tags': ' \nbuku anak\nbuku keterampilan anak\nc-klik media\nkak adi putra\nketerampilan anak\n\n'}",https://www.solusibuku.com/buku-anak/s-genap-buku-aktivitas-paud.html
3,99 Asmaul Husna For Kids,"Rp.55,200 ","
Buku ini disajikan dengan sangat menarik dengan menggunakan kisah-kisah singkat dalam mengenalkan sifat-sifat Allah. Sangat menyenangkan membaca cerita yang meneladani dan juga menambah pengetahuan tentang Islam, khususnya tentang Asmaul Husna.
","{'Kategori': 'Pengetahuan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '130 halaman', 'Dimensi': '17x25 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Cemerlang Publishing', 'Penulis': ""Muhammad Syafi'I Masykur"", 'Berat': '300 gram', 'Product Tags': ' \nbuku anak\nbuku pengetahuan anak\ncemerlang publishing\nmuhammad syafi\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\npengetahuan anak\n\n'}",https://www.solusibuku.com/buku-anak/99-asmaul-husna-for-kids.html
4,Kumpulan Terbaik Dongeng Pengantar Tidur Sepanjang Masa,"Rp.71,200 ","
          Buku ini berisi 41 dongeng pengantar tidur terbaik yang sangat menyenangkan dan disajikan dengan ilustrasi yang sudah pasti membuat anak bahagia melihatnya.        ","{'Kategori': 'Cerita Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '180 halaman', 'Dimensi': '19x26 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Cemerlang Publishing', 'Penulis': 'Elshabrina', 'Berat': '400 gram', 'Product Tags': ' \nbuku anak\nbuku cerita anak\ncemerlang publishing\ncerita anak\nelshabrina\n\n'}",https://www.solusibuku.com/buku-anak/kumpulan-terbaik-dongeng-pengantar-tidur-sepanjang-masa.html
5,Super Seru Mewarnai Untuk Anak 3 Tahun,"Rp.31,200 ","
          Buku ini disusun khusus untuk anak 3 tahun dengan ilustrasi yang sangat menarik. mudah untuk diwarnai anak-anak, dan ada bonus stiker yang akan membuat anak lebih aktif dan bahagia.        ","{'Kategori': 'Keterampilan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '38 halaman', 'Dimensi': '25.5x18.5 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Cemerlang Publishing', 'Penulis': 'Kak Bambang', 'Berat': '400 gram', 'Product Tags': ' \nbuku anak\nbuku keterampilan anak\ncemerlang publishing\nkak bambang\nketerampilan anak\n\n'}",https://www.solusibuku.com/buku-anak/super-seru-mewarnai-untuk-anak-3-tahun.html
6,2 Tahun Super Seru Mewarnai Untuk Anak,"Rp.31,200 ","
Buku ini disusun khusus untuk anak 2 tahun dengan ilustrasi yang sangat menarik. mudah untuk diwarnai anak-anak, dan ada bonus stiker yang akan membuat anak lebih aktif dan bahagia.
","{'Kategori': 'Keterampilan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '38 halaman', 'Dimensi': '25.5x18.5 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Cemerlang Publishing', 'Penulis': 'Kak Bambang', 'Berat': '400 gram', 'Product Tags': ' \nbuku anak\nbuku keterampilan anak\ncemerlang publishing\nkak bambang\nketerampilan anak\n\n'}",https://www.solusibuku.com/buku-anak/2-tahun-super-seru-mewarnai-untuk-anak.html
7,Aku Jago Baca,"Rp.33,600 ","
          Buku ini bisa menjadi solusi yang sangat layak diberikan kepada anak pada saat anak masih duduk di PAUD atau TK, mereka sangat ingin bermain. Dengan cara bermain dan bersenang-senang, buku ini mendekatkan anak agar anak bisa bermain sekaligus belajar membaca dengan metode yang sangta praktis dan menyenangkan.        ","{'Kategori': 'Keterampilan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '64 halaman', 'Dimensi': '26x18.5 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Cemerlang Publishing', 'Penulis': 'Kak Bambang', 'Berat': '600 gram', 'Product Tags': ' \nbuku anak\nbuku keterampilan anak\ncemerlang publishing\nkak bambang\nketerampilan anak\n\n'}",https://www.solusibuku.com/buku-anak/aku-jago-baca.html
8,Mobil Super Seru Super Sticker Book,"Rp.36,000 ","
          Buku ini adalah panduan praktis untuk memperkenalkan aktivitas membaca kepada anak, menulis dan berhitung pada anak usia dini. Metode yang diterapkan dalam buku ini adalah metofde belajar sambil bermain.        ","{'Kategori': 'Keterampilan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '32 halaman', 'Dimensi': '17x24 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Charissa Publisher', 'Penulis': 'Kak Cika', 'Berat': '400 gram', 'Product Tags': ' \nbuku anak\nbuku keterampilan anak\ncharissa publisher\nkak cika\nketerampilan anak\n\n'}",https://www.solusibuku.com/buku-anak/mobil-super-seru-super-sticker-book.html
9,Buah & Sayur Super Seru Super Sticker Book,"Rp.36,000 ","
Buku ini dapat dijadikan referensi anak untuk dapat mengembangan pengtahuannya umumnya dengan bermain dan belajar melalui media gambar.
","{'Kategori': 'Keterampilan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '32 halaman', 'Dimensi': '17x24 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Charissa Publisher', 'Penulis': 'Kak Cika', 'Berat': '400 gram', 'Product Tags': ' \nbuku anak\nbuku keterampilan anak\ncharissa publisher\nkak cika\nketerampilan anak\n\n'}",https://www.solusibuku.com/buku-anak/buah-sayur-super-seru-super-sticker-book.html
10,Binatang Super Seru Super Sticker Book,"Rp.36,000 ","
Buku ini dapat dijadikan referensi anak untuk dapat mengembangan pengtahuannya umumnya dengan bermain dan belajar melalui media gambar.
","{'Kategori': 'Keterampilan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '32 halaman', 'Dimensi': '17x24 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Charissa Publisher', 'Penulis': 'Kak Cika', 'Berat': '400 gram', 'Product Tags': ' \nbuku anak\nbuku keterampilan anak\ncharissa publisher\nkak cika\nketerampilan anak\n\n'}",https://www.solusibuku.com/buku-anak/binatang-super-seru-super-sticker-book.html
11,Golden Age Club Balita Pintar,"Rp.83,200 ","
          Buku dikemas dengan cover yang sangat menarik sehingga anak-anak mudah tertarik untuk membaca dan menghafal gambar yang ada di sekitar mereka. Materi gambar dlama buku ini juga lenngkap mulai dari makanan, hewan, kendaraan, pekerjaan-profesi. Setiap materi gambar disertai dengan kata dalam Bahasa Inggris.        ","{'Kategori': 'Pengetahuan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '48 halaman', 'Dimensi': '12x18 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Checklist', 'Penulis': 'Aji Suseno', 'Berat': '400 gram', 'Product Tags': ' \naji suseno\nbuku anak\nbuku pengetahuan anak\nchecklist\npengetahuan anak\n\n'}",https://www.solusibuku.com/buku-anak/golden-age-club-balita-pintar.html
12,Huruf & Angka Golden Age Club,"Rp.83,200 ","
          Buku ini disusun sebagai wahana atau alat peraga kreatif sebagai penunjang pengetahuan anak-anak dalam mempelajari Huruf dan Angka. Di dalamnya terdapat bundel kartu yang berisi materi pengtahuan dasar yang bisa merangsang perkembangan otak dan kecerdasan sang buah hati.        ","{'Kategori': 'Pengetahuan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '48 halaman', 'Dimensi': '12x18 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Checklist', 'Penulis': 'Aji Suseno', 'Berat': '500 gram', 'Product Tags': ' \naji suseno\nbuku anak\nbuku pengetahuan anak\nchecklist\npengetahuan anak\n\n'}",https://www.solusibuku.com/buku-anak/huruf-angka-golden-age-club.html
13,Doa SehariHari Golden Age Club,"Rp.83,200 ","
          Buku yang disusun oleh Penulis Aji Suseno ini diperuntukn untuk para anak-anak di usia Golden Age 0-6 tahun. Seri Golden Age Club ini merupakan kreasi unik yang disusun sebagai Alat Perga Edukatif (APE) yang sangat berguna untuk memberikan stimuus kepada anak usia emas. Setiap kartu berisi doa sehari-hari yang dilengkapi dengan ilustrasi jenaka dan penuhwarna.        ","{'Kategori': 'Pengetahuan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '48 halaman', 'Dimensi': '23x14 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Checklist', 'Penulis': 'Aji Suseno', 'Berat': '500 gram', 'Product Tags': ' \naji suseno\nbuku anak\nbuku pengetahuan anak\nchecklist\npengetahuan anak\n\n'}",https://www.solusibuku.com/buku-anak/doa-sehari-hari-golden-age-club.html
14,Dongeng Putri & Pangeran Plus 99 Asmaul Husna,"Rp.100,000","
          Buku ini memuat 99 dongeng putri dan pangeran beserta 99 Asmaul Husna dan penjelsan singkatnya. Ditulis dengan gaya bahasa yang lugas dan khas anak. Dilengkapi juga dengan ilustrasi yang menarik dan penuh warna. Lewat buku ini, Si Kecil menyukainya dan akan selalu bergairah untuk membaca dongengnya        ","{'Kategori': 'Cerita Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '244 halaman', 'Dimensi': '24x18 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Checklist', 'Penulis': 'Mulasih Tary & Sofia Al Virzhie', 'Berat': '500 gram', 'Product Tags': ' \nbuku anak\nbuku cerita anak\ncerita anak\nchecklist\nmulasih tary & sofia al virzhie\n\n'}",https://www.solusibuku.com/buku-anak/dongeng-putri-pangeran-plus-99-asmaul-husna.html
15,100 Dongeng Kerajaan,"Rp.85,600 ","
          Buku ini berisi 100 dongeng bertemakan Kerajaan. Ada cerita tentang Putri Grace dan kuda terbang, Putri Aresha si peniup seruling, Putri Fiolita dan sepatu dansa ajaib, dan masih banyak lagi. Ditulis dengan gaya bahasa yang lugas sehingga ena dibaca. Selain itu , dilengkapi pula dengan ilustrasi yang menarik dan penuh warna.        ","{'Kategori': 'Cerita Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '198 halaman', 'Dimensi': '24x18 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Checklist', 'Penulis': 'Mulasih Tary & Sofia Al Virzhie', 'Berat': '400 gram', 'Product Tags': ' \nbuku anak\nbuku cerita anak\ncerita anak\nchecklist\nmulasih tary & sofia al virzhie\n\n'}",https://www.solusibuku.com/buku-anak/100-dongeng-kerajaan.html
16,Dongeng Asli Nusantara Paling Favorit,"Rp.69,600 ","
          Buku ini berisi kumpulan dongeng yang dianggap paling favorit bagi anak-anak usi dibawah 8 tahun. Selain bermedia buku, penerbit buku ini juga menawarkan sebuah aplikasi berbasis Andorid untuk mempelajari dna membaca apa yang terjadi dalam buku ini.        ","{'Kategori': 'Cerita Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '200 halaman', 'Dimensi': '24x18 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Checklist', 'Penulis': 'Sofia Al Virzhie', 'Berat': '500 gram', 'Product Tags': ' \nbuku anak\nbuku cerita anak\ncerita anak\nchecklist\nsofia al virzhie\n\n'}",https://www.solusibuku.com/buku-anak/dongeng-asli-nusantara-paling-favorit.html
17,Mengenal 25 Nabi & Rasul My Golden Age,"Rp.44,000 ","
          Buku ini dinilai mampu mengembangkan dan mengasah mental spiritual anak dalam mempelajari agama Islam dan ibadahnya sejak sedini mungkin. Terutama pemahaman mengenai nama-nama nabi dan rasul yang tertuang dalam buku ini.        ","{'Kategori': 'Pengetahuan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '30 halaman', 'Dimensi': '18x13 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Checklist', 'Penulis': 'Kak Zhivana', 'Berat': '200 gram', 'Product Tags': ' \nbuku anak\nbuku pengetahuan anak\nchecklist\nkak zhivana\npengetahuan anak\n\n'}",https://www.solusibuku.com/buku-anak/mengenal-25-nabi-rasul-my-golden-age.html
18,Mewarnai Putri & Pangeran Golden Age Copy Coloring,"Rp.27,200 ","
          Buku ini bisa menjadi sarana terbaik bagi anak dalam bermain sambil belajar. Berisi gambar-gambar rumah & taman yang telah diolah sedemikian rupa sehingga tampak menarik dan jenaka. Anak bisa mewarnainya sesuka hati mereka, atau bisa juga mencontoh gambar berwarna yang sudah ada.
 Gambar berwarna itu ada di dalam stiker, dan anak bisa menempelkannya pada masing-masing objek. Tak hanya itu, buku ini juga dilengkapi dengan aktivitas menulis huruf dan angka. Wow, putra-putri Anda pasti suka! Selamat memiliki buah hati yang kreatif!        ","{'Kategori': 'Keterampilan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '40 halaman', 'Dimensi': '24x18 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Checklist', 'Penulis': 'Checklist Studio', 'Berat': '200 gram', 'Product Tags': ' \nbuku anak\nbuku keterampilan anak\nchecklist\nchecklist studio\nketerampilan anak\n\n'}",https://www.solusibuku.com/buku-anak/mewarnai-putri-pangeran-golden-age-copy-coloring.html
19,Aku Pintar Berhitung Buku Aktivitas Si Kecil,"Rp.41,600 ","
          Berhitugn merupakan salah satu kemampuan dasar yang perlu dikuasai anak, mengingat kemampuan ini sangat dibutuhkan dalam kehidupan sehari-hari. Buku ini bisa membantu si kecil dalam mengasah kemampuan berhitungnya.        ","{'Kategori': 'Keterampilan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '104 halaman', 'Dimensi': '24x18 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Checklist', 'Penulis': 'Heru Kurniawan & Cesilia Prawening', 'Berat': '600 gram', 'Product Tags': ' \nbuku anak\nbuku keterampilan anak\nchecklist\nheru kurniawan & cesilia praweni\nketerampilan anak\n\n'}",https://www.solusibuku.com/buku-anak/aku-pintar-berhitung-buku-aktivitas-si-kecil.html
20,Aku Pintar Membaca Buku Aktivitas Si Kecil,"Rp.41,600 ","
          Buku ini mengajarkan anak usia 3-7 tahun untuk belajar membaca sejak dini. Di dalamnya terdapat gambar-gambar yang memudahkan anak belajar sambil bermain.        ","{'Kategori': 'Keterampilan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '104 halaman', 'Dimensi': '24x18 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Checklist', 'Penulis': 'Heru Kurniawan & Cesilia Prawening', 'Berat': '600 gram', 'Product Tags': ' \nbuku anak\nbuku keterampilan anak\nchecklist\nheru kurniawan & cesilia praweni\nketerampilan anak\n\n'}",https://www.solusibuku.com/buku-anak/aku-pintar-membaca-buku-aktivitas-si-kecil.html
21,Aku Pintar Calistung Buku Aktivitas Si Kecil,"Rp.41,600 ","
          Membaca, menulis, dan berhitung merupakan kemampuan dasar yang perlu dikuasai anak agar bisa mengikuti pelajaran dengan baik di sekolah. Buku ini bisa membantu si kecil dalam mengasah kemampuan calistungnya        ","{'Kategori': 'Keterampilan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '104 halaman', 'Dimensi': '24x18 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Checklist', 'Penulis': 'Heru Kurniawan & Windiya Utami', 'Berat': '250 gram', 'Product Tags': ' \nbuku anak\nbuku keterampilan anak\nchecklist\nheru kurniawan & windiya utami\nketerampilan anak\n\n'}",https://www.solusibuku.com/buku-anak/aku-pintar-calistung-buku-aktivitas-si-kecil.html
22,Mengenal Nabi Musa As Ular Tangga,"Rp.16,000 ","
          Ular Tangga Anak Sholeh Seri Mengenal Nabi Musa As bertujuan untuk melatih Anak mengenal kisah perjuangan Nabi Musa As melalui permainan yang menyenangkan.
 Orang tua sangat diharapkan terlibat dalam permainan ini. Banyak pertanyaan yang membutuhkan bantuan orang tua untuk menjawabnya. Selain itu, dengan bermain bersama diharapkan dapat terjalin kedekatan dan kehangatan diantara anggota keluarga.
 Mengasyikkan bukaaan..?? Ayoo kita Bermain dan Belajar Bersama.        ","{'Kategori': 'Pengetahuan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '1 halaman', 'Dimensi': '32x38 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Embrio Graphics', 'Penulis': 'Tim Kreatif', 'Berat': '750 gram', 'Product Tags': ' \nbuku anak\nbuku pengetahuan anak\nembrio graphics\npengetahuan anak\ntim kreatif\n\n'}",https://www.solusibuku.com/buku-anak/mengenal-nabi-musa-as-ular-tangga.html
23,Kumpulan Dongeng Kancil Teropuler,"Rp.64,000 ","
          Buku ini berisikan kumpulan dongeng kancil terpopuler.        ","{'Kategori': 'Cerita Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '156 halaman', 'Dimensi': '16x26 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Octopus', 'Penulis': 'Rifka Rn', 'Berat': '600 gram', 'Product Tags': ' \nbuku anak\nbuku cerita anak\ncerita anak\noctopus\nrifka rn\n\n'}",https://www.solusibuku.com/buku-anak/kumpulan-dongeng-kancil-teropuler.html
24,Aku Pintar Membaca Smart Kids,"Rp.39,200 ","
          Buku terbitan Orlin Mediatsms dediaksikan kepada seluruh anak-anak di Indonesua yang ingin mempelajar berbagai macam ilmu mulia, Mennulis, Membaca, dan Berhitung.        ","{'Kategori': 'Keterampilan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '64 halaman', 'Dimensi': '28x20 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Orlin Mediatama', 'Penulis': 'Kak Nung & Kak Bambang', 'Berat': '400 gram', 'Product Tags': ' \nbuku anak\nbuku keterampilan anak\nkak nung & kak bambang\nketerampilan anak\norlin mediatama\n\n'}",https://www.solusibuku.com/buku-anak/aku-pintar-membaca-smart-kids.html
25,Kamus Bergambar Superasyik,"Rp.48,000 ","
          Buku terbitan Orlin Mediatsms dediaksikan kepada seluruh anak-anak di Indonesua yang ingin mempelajar berbagai macam ilmu mulia, Mennulis, Membaca, dan Berhitung.        ","{'Kategori': 'Pengetahuan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '100 halaman', 'Dimensi': '26x18.5 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Orlin Mediatama', 'Penulis': 'Amazing Kids', 'Berat': '400 gram', 'Product Tags': ' \namazing kids\nbuku anak\nbuku pengetahuan anak\norlin mediatama\npengetahuan anak\n\n'}",https://www.solusibuku.com/buku-anak/kamus-bergambar-superasyik.html
26,Belajar Menulis Tegak Bersambung,"Rp.39,200 ","
          Buku direkomendasikan bagi anak-anak untuk belajar menulis huruf latin atau tegak bersambung. Melaui buku ini anak-anak dapat melatih ketrampilannya dengan menulis berbagai tulisan dengan tulisan tegak bersambung.        ","{'Kategori': 'Keterampilan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '64 halaman', 'Dimensi': '26x19 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Orlin Mediatama', 'Penulis': 'Kak Sita', 'Berat': '400 gram', 'Product Tags': ' \nbuku anak\nbuku keterampilan anak\nkak sita\nketerampilan anak\norlin mediatama\n\n'}",https://www.solusibuku.com/buku-anak/belajar-menulis-tegak-bersambung.html
27,English Vocabulary Builder For Little People,"Rp.49,600 ","
          Buku ini berisi permainan menggunting dan menempl plus 10 permainan asyik lainnya seperti Crosswords, scrambled words, tracing dan lain sebagainya. Semuanya penuh gambar dan berwarna.        ","{'Kategori': 'Keterampilan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '29 halaman', 'Dimensi': '21x27 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Outre Publications', 'Penulis': 'Sanaha Purba', 'Berat': '600 gram', 'Product Tags': ' \nbuku anak\nbuku keterampilan anak\nketerampilan anak\noutre publications\nsanaha purba\n\n'}",https://www.solusibuku.com/buku-anak/english-vocabulary-builder-for-little-people.html
28,Abacaga Aku Bisa Baca,"Rp.59,200 ","
          Buku ini dibuat sangat menarik dengan menggunakan ilustrasi pada setiap halamannya dan juga aktivitas menggambar serta mewarnai agar anak bisa dengan gembira saat belajar membaca dengan menggunakan buku ini. Buku ini akan menjadi pendamping yang sangat tepat untuk menjadikan anak Anda bintang yang pintar membaca sehingga dapat melejitkan kecerdasan otaknya.        ","{'Kategori': 'Keterampilan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '180 halaman', 'Dimensi': '20x28 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Out of Stock', 'Penerbit': 'Pustaka Diantara', 'Penulis': 'Shinta Kusuma', 'Berat': '600 gram', 'Product Tags': ' \nbuku anak\nbuku keterampilan anak\nketerampilan anak\npustaka diantara\nshinta kusuma\n\n'}",https://www.solusibuku.com/buku-anak/abacaga-aku-bisa-baca.html
29,Seri Kereta Api Amazing Coloring Book,"Rp.39,200 ","
          Buku terbitan Shira Media ini merupakan salah satu buku rekomendasi untuk para anak-anak untuk memainkan daya imajinasinya dengan gambar-gambar kereta api di Amazing Colour Book.        ","{'Kategori': 'Keterampilan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '41 halaman', 'Dimensi': '19.1x29.5 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Shira Media', 'Penulis': 'Redaksi Super Kids', 'Berat': '500 gram', 'Product Tags': ' \nbuku anak\nbuku keterampilan anak\nketerampilan anak\nredaksi super kids\nshira media\n\n'}",https://www.solusibuku.com/buku-anak/seri-kereta-api-amazing-coloring-book.html
30,Pintar Matematika Dasar,"Rp.36,000 ","
          Materi pengenalan angka, penjumlahan, dan pengurangan disajikan dengan sistematis dan praktis, tidak membuat anak merasa bosan. Karena seluruh materi dalam buku yang disajikan dengan ilustrasi yang sangat menarik. Selain itu, dalam buku ini juga tidak hanya berisi materi tentang matematika saja, tapi juga diselingi dengan aktivitas permainan yang memicu kecerdasan anak.        ","{'Kategori': 'Pengetahuan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '64 halaman', 'Dimensi': '19.1x28 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Supala Cemerlang', 'Penulis': 'Kak Nung & Kak Bambang', 'Berat': '300 gram', 'Product Tags': ' \nbuku anak\nbuku pengetahuan anak\nkak nung & kak bambang\npengetahuan anak\nsupala cemerlang\n\n'}",https://www.solusibuku.com/buku-anak/pintar-matematika-dasar.html
31,S Ganjil Buku Aktivitas Anak Paud,"Rp.35,200 ","
S. GANJIL: BUKU AKTIVITAS ANAK PAUD
","{'Kategori': 'Keterampilan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '156 halaman', 'Dimensi': '26x18 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'C-Klik Media', 'Penulis': 'Kak Adi Putra', 'Berat': '300 gram', 'Product Tags': ' \nbuku anak\nbuku keterampilan anak\nc-klik media\nkak adi putra\nketerampilan anak\n\n'}",https://www.solusibuku.com/buku-anak/semester-ganjil-buku-aktivitas-anak-paud.html
32,Bunga Rampai Cerita Rakyat Nusantara,"Rp.37,600 ","
Berisi kumpulan Cerita Rakyat yang ada di Nusantara. Disertai ilustrasi berwarna dan bonus stiker.
","{'Kategori': 'Cerita Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '260 halaman', 'Dimensi': '18x26 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Brilliant Books', 'Penulis': 'Ismadi', 'Berat': '500 gram', 'Product Tags': ' \nbrilliant books\nbuku anak\nbuku cerita anak\ncerita anak\nismadi\n\n'}",https://www.solusibuku.com/buku-anak/bunga-rampai-cerita-rakyat-nusantara.html
33,Binatang Mamalia Ensiklopedi Cerdas,"Rp.47,600 ","
Buku ini menjelaskan tentang hewan-hewan mamalia yang ada di muka bumi ini. Mulai dari penjelasan apa itu hewan mamalia, ciri-ciri hewan mamalia, hingga hewan-hewan apa saja yang termasuk dalam karakteristik hewan mamalia. Didukung dengan gambar yang berwarna-warni dan penjelasan yang mudah dipahami oleh anak-anak. Buku ini akan menambah pengetahuan anak-anak mengenai ilmu hewan-hewan mamalia.
","{'Kategori': 'Pengetahuan Anak', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '100 halaman', 'Dimensi': '25x18.5 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'C-Klik Media', 'Penulis': 'Amazing Kids', 'Berat': '500 gram', 'Product Tags': ' \namazing kids\nbuku anak\nbuku pengetahuan anak\nc-klik media\npengetahuan anak\n\n'}",https://www.solusibuku.com/buku-anak/binatang-mamalia-ensiklopedi-cerdas.html
