,Kategori,Nama Produk,Deskripsi Produk,SKU Induk,Produk Berbahaya,Kode Integrasi Variasi,Nama Variasi 1,Varian untuk Variasi 1,Foto Produk per Varian,Nama Variasi 2,Varian untuk Variasi 2,Harga,Stok,Kode Variasi,Panduan Ukuran,Foto Sampul,Foto Produk 1,Foto Produk 2,Foto Produk 3,Foto Produk 4,Foto Produk 5,Foto Produk 6,Foto Produk 7,Foto Produk 8,Berat,Panjang,Lebar,Tinggi,Reguler (Cashless),Hemat,Jangka Dikirim Dalam Pre-order,Dikirim Dalam Pre-order,Merek,Negara Asal,Masa Garansi,Jenis Garansi,Perusahaan Penerbit,Negara,Bahasa,Impor/Lokal,Terbit,ISBN,Jenis Edisi,Kota,Jenis Cover,Tahun
0,,Lost World,"
Tahun 3027, Perang Dunia III yang terjadi bertahun-tahun silam membawa dampak yang begitu besar pada dunia. Dua kubu organisasi tercipta: Zystrome yang memegang teguh nilai persatuan, kesatuan, kekeluargaan dan toleransi antar berbagai bangsa dan negara di dunia, serta Cloakship yang begitu tiran. Dunia tidak lagi seaman dulu, militer Zystrome berada di mana-mana, pemberontakan seringkali terjadi, hingga teror-teror dari musuh setiap tahunnya. Seorang remaja 15 tahun terjebak di salah satu markas Zystrome dan menjadi kunci terungkapnya misteri lain. Hidupnya tak pernah sama lagi semenjak ia tak sengaja terjebak di sana, diikuti peristiwa lain yang juga muncul.
",,,,,,,,,70399,99,,,https://www.solusibuku.com/image/c/data/produk/2017/Slide118-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2017/Slide118-cr-500x500.jpeg,,,,,,,,600,20.0,14.0,4.44,,,,,0,,,,Aria Media Mandiri,,Bahasa Indonesia,,,,,,,
1,,Believe,"
Buku ini adalah novel fiksi dengan cerita remaja yang digambarkan cukup menarik. Pada akhirya sebuah kepercayaan dan kenyakinan lah yang dapat mengantarkan seseorang menemukan cintanya.
",,,,,,,,,51999,99,,,https://www.solusibuku.com/image/c/data/produk/2017/Slide119-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2017/Slide119-cr-500x500.jpeg,,,,,,,,400,13.0,19.0,2.98,,,,,0,,,,Aria Media Mandiri,,Bahasa Indonesia,,,,,,,
2,,I Love My Badboy,"
Buku terbitan Aria Media ini adalah karangan Nat Natasya yang mendapatkan Wattpad Recomended. Cerita dalam buku ini bercerita tentang bagaimana seorang wanita mempertahankan cintanya kepada seorang laki-laki yang tidak diinginkan oleh kedua orang tuanya, dan menghendaki untuk menjodohkannya dengan pria yang lain.
",,,,,,,,,51999,99,,,https://www.solusibuku.com/image/c/data/produk/2017/Slide120-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2017/Slide120-cr-500x500.jpeg,,,,,,,,400,13.0,19.0,3.2600000000000002,,,,,0,,,,Aria Media Mandiri,,Bahasa Indonesia,,,,,,,
3,,Dreaming Alone,"
Buku ini adalah novel cerita remaja (Teenlit) yang bercerita tentang mimpi yang dijalani seorang diri sesuai dengan judulnya. Dreaming Alone. Novel ini direkomendasikan oleh laman cerita Wattpad dan telah mendapatkan berbagai respon baik dari pembaca Wattpad. Novel ini sangat cocok untuk para remaja yang ingin belajar dan membaca mengenai cerita remaja
",,,,,,,,,51999,99,,,https://www.solusibuku.com/image/c/data/produk/2017/Slide121-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2017/Slide121-cr-500x500.jpeg,,,,,,,,300,13.0,19.0,2.62,,,,,0,,,,Aria Media Mandiri,,Bahasa Indonesia,,,,,,,
4,,Broken,"
Buku karangan Lilis Suryani ini berisim 34 Bab cerita dimana di dalamnya terdapat berbagai rangkaian cerita yang nyambung satu sama lain. Kumpulan ceita ini sebelumnya dimuat dalam jejaring sosial Wattpad. Kumpulan cerita Lilis juga termasuk dalam Recommended Wattpad sebagai tulisan yang layak untuk dibaca dan diikuti.
",,,,,,,,,63199,99,,,https://www.solusibuku.com/image/c/data/produk/2017/Slide122-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2017/Slide122-cr-500x500.jpeg,,,,,,,,500,13.0,19.0,4.0200000000000005,,,,,0,,,,Aria Media Mandiri,,Bahasa Indonesia,,,,,,,
5,,Fearless,"
It's not about being unafraid, it's about being fearless."" Buku ini adalah novel fantasi dari terjemahan karya Queen Rex yang menceritakan tentang perang dunia pada abad 30-an atau tahun 3000-an. Dalam fantasi cerita itu, diceritakan tentang teknologi yang telah lenyap dan digantikan oleh penemuan seorang Profesor yang dapat membangkitakn sistem saraf manusia yang telah mati. Akibatnya, terjadi perselisihan antar kelompok yang terjadi di seluruh penjuru dunia.
",,,,,,,,,70399,99,,,https://www.solusibuku.com/image/c/data/produk/2017/Slide123-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2017/Slide123-cr-500x500.jpeg,,,,,,,,500,13.0,19.0,4.68,,,,,0,,,,Aria Media Mandiri,,Bahasa Indonesia,,,,,,,
6,,Dieser Mann,"
Buku ini mengisahkan seorang mafia tampan yang kaya raya bernama Diftan Pablo Glambert. Pria berusia 30 tahun ini tidak mempercayai cinta. Masa lalu yang kelam menjadikannya sosok pria jahat dan dingin kepada semua orang. Hingga suatu ketika takdir mempertemukan Diftan dengan seorang Arabella, perempuan yang mengubah hidupnya.
",,,,,,,,,70399,99,,,https://www.solusibuku.com/image/c/data/produk/2017/Slide124-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2017/Slide124-cr-500x500.jpeg,,,,,,,,600,13.0,19.0,4.84,,,,,0,,,,Aria Media Mandiri,,Bahasa Indonesia,,,,,,,
7,,Panilaran,"
          Panilaran adalah novel yang ditulis oleh penulis muda. Odilia Melisa. Buku ini bercerita tentang kisah horor yang dialami seseorang di masa mudanya. Ditulis dengan gaya bahasa yang renyah dan enak dibaca. Kisah horor di cerita ini diselingi dengan dialog cerita sehari-hari khas anak muda.        ",,,,,,,,,39199,99,,,https://www.solusibuku.com/image/c/data/produk/2017/Slide126-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2017/Slide126-cr-500x500.jpeg,,,,,,,,200,13.0,19.0,1.6,,,,,0,,,,Aria Media Mandiri,,Bahasa Indonesia,,,,,,,
8,,Antologi Mimpi,"
          Buku ini berisi kumpulan puisi Anna yang diberi judul Antologi Mimpi.        ",,,,,,,,,31199,99,,,https://www.solusibuku.com/image/c/data/produk/2017/Slide127-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2017/Slide127-cr-500x500.jpeg,,,,,,,,200,13.0,19.0,1.1,,,,,0,,,,Aria Media Mandiri,,Bahasa Indonesia,,,,,,,
9,,Antologi Segumpal Daging,"
          Buku ini berisi kumpulan cerita pendek bertema sosial.        ",,,,,,,,,55999,99,,,https://www.solusibuku.com/image/c/data/produk/2017/Slide138-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2017/Slide138-cr-500x500.jpeg,,,,,,,,300,14.0,20.5,2.08,,,,,0,,,,Azka Perssindo,,Bahasa Indonesia,,,,,,,
10,,Titik Temu,"
          Kemerdekaan Republik Indonesia memberikan harapan baru bagi kebanyakan orang, tetapi tidak bagi Katheljin Sophie, putri keluarga kaya berkebangsaan Belanda. Peristiwa itu justru membuatnya terjebak dalam kondisi sulit. Ancaman pengambilalihan aset milik keluarganya dan dipulangkan ke negeri Belanda mengintai di depan mata. Sedangkan ibunya, satu-satu keluarga yang tersisa meninggal mendadak dalam sebuah kecelakaan.
 Pilihan bertahan di Indonesia membuatnya harus bersiasat, yakni menikah dengan dokter Andjana Ranggawangsa, seorang pribumi yang 20 tahun lebih tua darinya, berhutang budi kepada keluarganya, dan sedang membutuhkan bantuan untuk membangun klinik.
 Novel ini mengajak Anda menyelami makna kehidupan secara lebih mendalam, bahwa memang ada keinginan-keinginan yang tidak tergapai, serta menggiring ke dalam keadaan yang kita hindari. Meski demikian, keputusan perlu diambil dan dijalani dengan keteguhan hati.        ",,,,,,,,,62399,99,,,https://www.solusibuku.com/image/c/data/produk/2017/Slide174-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2017/Slide174-cr-500x500.jpeg,,,,,,,,400,20.0,13.0,2.8000000000000003,,,,,0,,,,Buku Mojok,,Bahasa Indonesia,,,,,,,
11,,Binorrow   Tongkat Musa Dan Tujuh Roh Boorne,"
          Binorrow nyaris putus asa dihina terus-menerus karena kebodohannya. la bahkan melakukan percobaan bunuh diri, Beruntung, ia mampu bertahan. Dan kembali melakukan kegiatan sebagaimana biasa, Peristiwa menyedihkan Itu membuat orang tuanya memindahkannya ke sekolah berasrama.
 Di sekolah barunya, Binorrow bertemu Leon, Franklin, dan Evelyn, Ketiga sahabat yang melenyapkan bayangan seram 'sekolah berasrama', Mereka juga ikut serta dalam petualangan menuju gunung Sweeden, gunung angker yang menjadi batas antara dunia manusia dan Dunia Grovog.
 Berbagai rintangan menghambat Binorrow dan ketiga sahabatnya dalam perjalanan mendaki gunung Sweeden. Dari bertemu dengan manusia kerdil, makhluk penjaga puncak Sweeden, hingga menghalangi para Grovog membuka pintu masuk ke dunia manusia. Perjalanan yang menguji tekad dan persahabatan, serta mengantarkan Binorrow menemukan dirinya yang sejati.        ",,,,,,,,,62399,99,,,https://www.solusibuku.com/image/c/data/produk/2017/Slide175-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2017/Slide175-cr-500x500.jpeg,,,,,,,,400,20.0,13.0,2.96,,,,,0,,,,Buku Mojok,,Bahasa Indonesia,,,,,,,
12,,Cinta Yang Tak Semestinya,"
Sigmond Freud, pelopor psikoanalisis modern, mereka ulang pandangan kita mengenai pikiran manusia dengan menggali kekuatan bawah sadar yag mendorong perilaku kita. Koleksi dari karya monumental mengenai psikologi cinta yang meneliti sifat alami dorongan, penggaran, fantasi, dan tabu erotis.
",,,,,,,,,35999,99,,,https://www.solusibuku.com/image/c/data/produk/2017/Slide347-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2017/Slide347-cr-500x500.jpeg,,,,,,,,400,13.0,18.0,1.72,,,,,0,,,,Ecosystem,,Bahasa Indonesia,,,,,,,
13,,Kahlil Gibran   Kado Cinta Untuk Kekasih,"
          Buku ini adalah jawaban sempurna akan kesan dan makna perasaan Anda yang sesungguhnya. Kata-kata cinta yang membius, melenakan dan menerbangkan peraaan. Coba baca kalimatnya, rasakan kata-katanya, dan endapkan dalam hati sanubari. Dalam palung hati terdalam, Anda akan merasakan getaran hebat, senyuman bahagia, hingga tetes air mata. Semua itu karena cinta, sebuah nilai rasa tertinggi bagi manusia di dunia ini. Buku ini adalah kado istimewa bagi kekasih dan orang-orang tercinta.        ",,,,,,,,,37599,99,,,https://www.solusibuku.com/image/c/data/produk/2017/Slide356-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2017/Slide356-cr-500x500.jpeg,,,,,,,,200,17.0,15.0,1.44,,,,,0,,,,Ecosystem,,Bahasa Indonesia,,,,,,,
14,,Srikandi,"
          Wayang adalah simbol kehidupan manusia. Bahkan merupakan bayangan dari kemanusiaan itu sendiri. Manusia yang apa adanya, yang tidak sempurna, penuh cacat dan keterbatasan.
 Bersama Novel wayang spiritual “Srikandi” ini, kita akan berkelana menjelajah tragedi kehidupan manusia yang senantiasa berlumuran derita, dosa, amarah, cinta dan asa. Atau setidaknya kita dapat merenung bahwasanya kebenaran maupun kebaikan itu sering kali samar, ambigu, bahkan terkesan tak pasti.        ",,,,,,,,,31199,99,,,https://www.solusibuku.com/image/c/data/produk/2017/Slide359-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2017/Slide359-cr-500x500.jpeg,,,,,,,,600,18.5,12.0,1.44,,,,,0,,,,Ecosystem,,Bahasa Indonesia,,,,,,,
15,,First Love   Cinta Pertama  ,"
          Novel Cinta Pertama ini adalah karya Ivan Turgenev yang terkenal. Karya Klasik yang dibuat tahun 1860, mengambil setting abad 19 saat aristokrasi Rusia mulai memudar. Mengisahkan perkembangan pengetahuan seorang anak lelaki dan pengendalian atas hatinya ketika menghadapi sifat cinta dewasa yang kompleks.
 Sebuah penggambaran situasi yang detil dan otentik mengalir ringan dan mendebarkan. Pergulatan hati yang gundah, gelisah, hingga binar kebahagiaan mampu tersaji secara lembut dengan bahasa yang mempesona. Karya ini bukan saja nyaman dibaca sebagai bacaan yang menghanyutkan tetapi juga mendewasakan wawasan kedalaman cinta dan kehidupan.        ",,,,,,,,,37599,99,,,https://www.solusibuku.com/image/c/data/produk/2017/Slide365-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2017/Slide365-cr-500x500.jpeg,,,,,,,,300,20.5,13.5,1.32,,,,,0,,,,Ecosystem,,Bahasa Indonesia,,,,,,,
16,,Confession,"
          Sebuah Novel inspiratif yang bisa menjadi refleksi kehidupan. Tentang pencarian hidup, pendalaman, serta makna kehidupan. Disajikan secara popular dan menyenangkan untuk dibaca.        ",,,,,,,,,39199,99,,,https://www.solusibuku.com/image/c/data/produk/2017/Slide368-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2017/Slide368-cr-500x500.jpeg,,,,,,,,200,20.0,13.5,1.48,,,,,0,,,,Ecosystem,,Bahasa Indonesia,,,,,,,
17,,True Detective Stories,"
          Buku ini menceritakan kehidupan Detektif Pinkerton yang penuh dengan kejadian yang tak terduga. Kasus ini dimulai dari Pembobolan Bank Northamton, Raibnya Paket Express, Penodongan Berlian Pollock, Pembunuhan Kurir di Kereta Api Ekspress Rock Island, Kebinasaan Reno Bersaudata, hinggamisteri Perampokan American Exchange Bank.        ",,,,,,,,,35999,99,,,https://www.solusibuku.com/image/c/data/produk/2017/Slide440-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2017/Slide440-cr-500x500.jpeg,,,,,,,,500,13.0,19.0,1.82,,,,,0,,,,Immortal Publishing,,Bahasa Indonesia,,,,,,,
18,,Fathers And Sons,"
          Setelah menyelesaikan kuliah di UniversitasSt. Petersburg, Arkady Kirsanov pulang kerumah orang tuanya, Nikolai PetrovichKirsanov, tuan tanah penggemar sastra dan musik dan pemuja keindahan alam serta putra seorang aristokrat dan jenderal. Arkady pulang bersama teman sekaligus mentornya, EvgenyBazarov. Di rumah Nikolai Petrovich Kirsanow itu tinggal pula kakaknya, Pavel Petrovich Kirsanov. Pavel Petrovich, mengikuti jejaksang ayah, berhasil meniti karier yang cemerlang di dunia militer.        ",,,,,,,,,55199,99,,,https://www.solusibuku.com/image/c/data/produk/2017/Slide441-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2017/Slide441-cr-500x500.jpeg,,,,,,,,500,13.0,19.0,3.48,,,,,0,,,,Immortal Publishing,,Bahasa Indonesia,,,,,,,
19,,Beauty & Sadness,"
          Novel Beauty and Sadness ini adalah Novel karangan pengarang Yasunari Kawabata dengan latar setting Perang Dunia ke-2. Novel klasik juga mengantar sang penulis mendapatkan penghargaan Nobel dalam bidang Sastra.        ",,,,,,,,,43999,99,,,https://www.solusibuku.com/image/c/data/produk/2017/Slide442-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2017/Slide442-cr-500x500.jpeg,,,,,,,,400,13.0,19.0,2.48,,,,,0,,,,Immortal Publishing,,Bahasa Indonesia,,,,,,,
20,,Catatan Harian Adam & Hawa,"
Cinta, kedamaian, kesenangan, kebahagiaan tak terukur—­itulah kehidupan di Taman. Sungguh menyenangkan bisa hi­dup.” – Mark Twain
",,,,,,,,,43999,99,,,https://www.solusibuku.com/image/c/data/produk/2017/Slide443-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2017/Slide443-cr-500x500.jpeg,,,,,,,,300,13.0,18.0,2.11,,,,,0,,,,Immortal Publishing,,Bahasa Indonesia,,,,,,,
21,,The Temple Of The Golden Pavillion,"
          Buku ini adalah Novel hasil terjemahan dari teks asli dari Yukio Mishima, seorang sastrawan Jepang. Novel ini bercerita tentang Mizoguchi yang diceritakan adalah seorang anak Pendeta di sebuah kuil kecil dekat Tanjung Nariru. Sejak kecil, ayahnya selalu menceritakan agar ia menjadi seorang pendeta di kuil tersebut. Namun, disinal terdapat sebuah pergolakan sang anak menonak menjadi pendeta dan malah ingin membakar Kuil Emas.        ",,,,,,,,,51999,99,,,https://www.solusibuku.com/image/c/data/produk/2017/Slide444-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2017/Slide444-cr-500x500.jpeg,,,,,,,,400,13.0,19.0,3.5,,,,,0,,,,Immortal Publishing,,Bahasa Indonesia,,,,,,,
22,,Petualangan Don Quixite,"
Petualangan Don Quixot atau Don Quixote de la Mancha ini merupakan karya pengarang besar Spanyol, Miguel de Cervantes Saavedra, diterbitkan pertama kali tahun 1605 M. Karya ini merupakan salah satu Novel besar yang menjadi perbincangan sepanjang masa, dan telah diterjemahkan ke dalam pelbagai bahasa di belahan dunia Barat.
",,,,,,,,,20999,99,,,https://www.solusibuku.com/image/c/data/2022/PETUALANGANDON-cr-500x500.png,https://www.solusibuku.com/image/c/data/2022/PETUALANGANDON-cr-500x500.png,,,,,,,,400,13.0,19.0,1.24,,,,,0,,,,Immortal Publishing,,Bahasa Indonesia,,,,,,,
23,, New Cover  The Adventure Of Tow Sawyer,"
          Buku ini bercerita tentang Tom Sawyer, anak yatim piatu yang nakal namun cerdik dan baik hati, yang tinggal bersama bibinya di tepi sungai Mississippi. Kisah dalam Novel ini sangat menarik, itu sebabnya kita bisa tergerak untuk membacanya dalam sekali duduk. Karakter bersemangat, hidup dengan bahasa yang sederhana, dan menyenangkan.        ",,,,,,,,,55199,99,,,https://www.solusibuku.com/image/c/data/produk/2017/Slide446-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2017/Slide446-cr-500x500.jpeg,,,,,,,,400,19.5,13.0,3.96,,,,,0,,,,Immortal Publishing,,Bahasa Indonesia,,,,,,,
24,, New Cover  Great Expectation,"
          “Suffering has been stronger than all other teaching, and has taught me to understand what your heart used to be. I have been bent and broken, but – I hope – into a better shape.”        ",,,,,,,,,95999,99,,,https://www.solusibuku.com/image/c/data/produk/2017/Slide447-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2017/Slide447-cr-500x500.jpeg,,,,,,,,400,15.0,13.0,2.3000000000000003,,,,,0,,,,Immortal Publishing,,Bahasa Indonesia,,,,,,,
25,,Steppenwolf,"
Buku ini berisi catatan-catatan yang ditinggalkan oleh seorang laki-laki kepada kami yang, seturut sebutan yang sering digunakanya untuk dirinya sendiri, kami panggil Steppenwolf. Catatan yang berisi tentang caranya melakoni hidup dan mencari kehidupan yang sebenarnya.
",,,,,,,,,51999,99,,,https://www.solusibuku.com/image/c/data/produk/2017/Slide449-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2017/Slide449-cr-500x500.jpeg,,,,,,,,500,13.0,19.0,3.2,,,,,0,,,,Immortal Publishing,,Bahasa Indonesia,,,,,,,
26,,The Gambler,"
          Dalam buku ini Fyodor memberikan nuansa bahagia dan kelam dalam sisi psikologis manusia. Buku ini merupakan karya yang berdasarkan kepada kecintaannya terhadap judi.        ",,,,,,,,,67999,99,,,https://www.solusibuku.com/image/c/data/produk/2017/Slide497-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2017/Slide497-cr-500x500.jpeg,,,,,,,,500,13.0,19.0,3.29,,,,,0,,,,Papyrus X Octopus,,Bahasa Indonesia,,,,,,,
27,,The Royal Game,"
          Buku ini berkisah tentang seorang juara dunia yang hendak bertolak ke Brazil untuk mengikuti kompetisi Internasional. Selama di perjalanan, ia ditantang oleh seseorang yang tak dikenal dan ia dapat membaca seluruh gerakan si juara dengan mudah. Si sosok tak dikenal inilah yang kemudian menceritakan pengalamannya berada dalam sekapan Nazi dan bagaimana ia bisa mendapat ilmu catur.        ",,,,,,,,,51999,99,,,https://www.solusibuku.com/image/c/data/produk/2017/Slide498-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2017/Slide498-cr-500x500.jpeg,,,,,,,,500,13.0,19.0,2.39,,,,,0,,,,Papyrus X Octopus,,Bahasa Indonesia,,,,,,,
28,,The Complete Short Stories Of Ernest Hemingway,"
The Complete Short Stories of Ernest Hemingway merupakan kumpulan cerita pendek terlengkap dari Ernest Hemingway yang berisi 70 cerpen sekaligus. Bahkan dalam buku ini terdapat empat cerita yang terakhir kali ditulis sebelum akhirnya dia wafat. Up in Michigan (Kejadian di Michigan) merupakan satu dari mepat cerita yang ditulis Hemingway saat ia berada di Paris pada tahun 1921.
",,,,,,,,,319599,99,,,https://www.solusibuku.com/image/c/data/produk/2017/Slide575-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2017/Slide575-cr-500x500.jpeg,,,,,,,,1300,14.1,23.0,9.48,,,,,0,,,,Shira Media,,Bahasa Indonesia,,,,,,,
29,,Kahlil Gibran  Aku Bukan Sang Nabi,"
          Sebuah karya yang menyajikan cakrawala baru tentang jati diri, kehidupan, karya, serta proses kehidupan Kahlil Gibran. Dari sosok yang sangat tertutup dan sangat privat. Ia bahkan sempat merayakan apa yang ia sebut dengan ‘kesendirian’. Ia juga sempat mengecam keingintahuan pihak lain terhadap dirinya. Tentang peristiwa-peristiwa penting sepanjang jalan hidupnya. Mengungkap sisi tersembunyi yang belum banyak diketahui. Bukan tentang cinta-kasih yang merona, tetapi sisi humanis, psikologis, dan perenungan di balik karya.        ",,,,,,,,,37599,99,,,https://www.solusibuku.com/image/c/data/produk/2018/Slide011-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2018/Slide011-cr-500x500.jpeg,,,,,,,,300,20.5,14.0,1.0,,,,,0,,,,Ecosystem,,Bahasa Indonesia,,,,,,,
30,,Asmara Dahana,"
          Sudah menjadi takdir, bahwa manusia diciptakan di dunia ini berpasang-pasangan. Setiap insan memiliki jalan berbeda satu sama yang lain dalam menemukan pasangannya. Ada yang menemukan cinta sejatinya dengan mudah dan cepat, ada yang harus melewati jalan panjang, berliku, dan penuh rintangan. idak ada seorang lajang pun tahu pasti, dengan siapa dia akan menikah kelak. Bahkan, seorang yang telah menikah pun bisa suatu ketika menyadari, ternyata orang yang selama ini dinikahi dan disandingnya bukan jodoh sejatinya. Jodoh memang misteri. buku ini merupakan Novel roman tentang perjalanan kisah cinta anak manusia yang penuh liku, penuh kejutan, unik, dan menggelitik.        ",,,,,,,,,99999,99,,,https://www.solusibuku.com/image/c/data/produk/2018/Slide016-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2018/Slide016-cr-500x500.jpeg,,,,,,,,300,14.0,20.5,3.84,,,,,0,,,,Azka Perssindo,,Bahasa Indonesia,,,,,,,
31,,Samaran,"
Yati Gendut mulai mencium bau kutukan di beranda rumah. Ia menjelaskannya kepada Marjiin, suaminya. Baunya mengandung sedikit amis ikan mati yang sudah berumur tiga hari, karat besi dan aroma cacing gelang yang kepanasan. Porsi terbanyak adalah aroma kenanga dicampur mawar. Marjiin tak peduli. Ia lebih memilih tidur lagi. Yati Gendut sampai harus menyeretnya turun dari atas ranjang agar mencium sendiri bau kutukan itu. “Aku belum pakai celana!” teriak Marjiin.
",,,,,,,,,51999,99,,,https://www.solusibuku.com/image/c/data/produk/2018/Slide076-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2018/Slide076-cr-500x500.jpeg,,,,,,,,500,13.0,20.0,2.0,,,,,0,,,,Buku Mojok,,Bahasa Indonesia,,,,,,,
32,,The Reprieve,"
          The Reprieve adalah bagian kedua dari trilogi Roads to Freedom karya Jean-Paul Sarte. Dalam Novel ini pergulatan tiga tokoh utama yang diangkat, Mathieu, Jacques, dan Philippe, terasa begitu kental mendidihkan kecemasan akan adanya perang. Sartre sangat piawai merangsek pikiran dan perasaan pembaca lewat peran ketiga tokoh tersebut hingga lekuk harapan, ketakutan, bahkan dialog penipuan diri di setiap peristiwa. Demikian pula dengan tokoh-tokoh lainnya yang banyak bermunculan dalam Novel ini.        ",,,,,,,,,76799,99,,,https://www.solusibuku.com/image/c/data/produk/2018/Slide079-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2018/Slide079-cr-500x500.jpeg,,,,,,,,500,14.0,20.0,5.04,,,,,0,,,,Immortal Publishing,,Bahasa Indonesia,,,,,,,
33,,Cinta Terspasi,"
          Rea yang tadinya menerima Syakira merasa tersingkir dan tak pantas mengandung. Suatu hari, Rea harus mendengar kenyataan pahit jika fariz menyembunyikan sesuatu darinya tentang syifa. Disaat perutnya kesakitan karena mengalami pendarahan, Rea tak sengaja berpapasan dengan Fariz yang tengah mengantar Syifa ke klinik bersalin. Rea semakin curiga.        ",,,,,,,,,31199,99,,,https://www.solusibuku.com/image/c/data/produk/2018/Slide090-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2018/Slide090-cr-500x500.jpeg,,,,,,,,500,13.0,19.0,1.9000000000000001,,,,,0,,,,Scritto Books,,Bahasa Indonesia,,,,,,,
34,,Arimbi,"
          Arimbi, wanita lajang 28 tahun, “si itik buruk rupa” terpaksa meninggalkan kota kelahirannya Jogja untuk merantau ke Ibukota lantaran desakan menikah dari keluarganya.Mita, dan Nina. Memintanya untuk kembali berkubang di dalamnya. Dan pada saat itu pulalah, cinta kembali mengetuk pintu hatinya. Ia kembali merasakan jatuh? Cinta. Di Namun, siapa sangka jika di sanalah dia bertemu Bimasena, yang kelak akan membolak-balikkan kehidupannya. balik jiwa minder yang dimilikinya, Arimbi menyimpan cerita masa lalu yang selalu ingin ia singkirkan. Hingga satu persatu celah masa lalu itu kembali menguntitnya, Rizal.        ",,,,,,,,,39999,99,,,https://www.solusibuku.com/image/c/data/produk/2018/Slide126-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2018/Slide126-cr-500x500.jpeg,,,,,,,,500,13.0,19.0,2.12,,,,,0,,,,Scritto Books,,Bahasa Indonesia,,,,,,,
35,,Selimut Mimpi,"
          Kerinduan Ilham terhadap kampung halaman, orang tua, dan sahabat tercinta sudah melambung tinggi. Tak bisa dibendung lagi. Karenanya, begitu kontrak kerja selesai ia langsung pulang. Ia menyangka, setibanya nanti keindahan yang selama ini hanya ada dalam angan akan menjadi nyata. Namun tak disangka-sangka, semua yang dibayangkan, yang diceritakan Somad padanya dan segala keindahan yang sering menghiasi isi kepalanya hanya mimpi. Hanya sebuah ilusi!        ",,,,,,,,,43999,99,,,https://www.solusibuku.com/image/c/data/produk/2018/Slide168-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2018/Slide168-cr-500x500.jpeg,,,,,,,,500,13.0,19.0,4.0,,,,,0,,,,Scritto Books,,Bahasa Indonesia,,,,,,,
36,,Jemput Terbawa,"
          Laya, seorang perempuan dari ibukota, untuk pertama kalinya memutuskan pulang ke kampung halaman yang tidak pernah ia kunjungi sekali pun. Ia memilih meninggalkan segala kenyamanannya di Jakarta demi tinggal di sebuah kampung terpencil, di ceruk Bukit Barisan.
Alih-alih menjemput masa depan yang cerah di Jakarta, ia justru memilih menjemput babak baru hidupnya ke sebuah lembah yang asing. Titik balik yang akan membawanya dalam sebuah perjalanan panjang yang tak pernah ia bayangkan sebelumnya.        ",,,,,,,,,51999,99,,,https://www.solusibuku.com/image/c/data/produk/2018/Slide210-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2018/Slide210-cr-500x500.jpeg,,,,,,,,200,13.0,20.0,2.08,,,,,0,,,,Buku Mojok,,Bahasa Indonesia,,,,,,,
