,Kategori,Nama Produk,Deskripsi Produk,SKU Induk,Produk Berbahaya,Kode Integrasi Variasi,Nama Variasi 1,Varian untuk Variasi 1,Foto Produk per Varian,Nama Variasi 2,Varian untuk Variasi 2,Harga,Stok,Kode Variasi,Panduan Ukuran,Foto Sampul,Foto Produk 1,Foto Produk 2,Foto Produk 3,Foto Produk 4,Foto Produk 5,Foto Produk 6,Foto Produk 7,Foto Produk 8,Berat,Panjang,Lebar,Tinggi,Reguler (Cashless),Hemat,Jangka Dikirim Dalam Pre-order,Dikirim Dalam Pre-order,Merek,Negara Asal,Masa Garansi,Jenis Garansi,Perusahaan Penerbit,Negara,Bahasa,Impor/Lokal,Terbit,ISBN,Jenis Edisi,Kota,Jenis Cover,Tahun
329,,TWIVORTIARE 2,"
          ""You know you’re in love with the right person when falling in love with him turns you into the best version of yourself.""



Setiap pasangan punya cerita masing-masing, kadang manis, kadang juga pahit. Enam tahun setelah Divortiare dan dua tahun setelah Twivortiare, Alexandra dan Beno kembali hadir melalui akun Twitter @alexandrarheaw. Melalui buku ini, kita kembali diajak “mengintip” kehidupan mereka sehari-hari, pemikiran Alexandra yang witty dan selalu apa adanya, bahkan merasakan langsung interaksi antar karakter-karakter yang diceritakannya. Membaca Twivortiare 2 seperti mendengarkan sahabat sendiri bercerita tentang manis dan pahitnya hidup, tentang pilihan, kesalahan masa lalu, dan tentang makna sesungguhnya dari kesempatan kedua.        ",,,,,,,,,76799,99,,,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide021-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide021-cr-500x500.jpeg,,,,,,,,370,13.5,20.0,4.88,,,,,0,,,,Gramedia Pustaka Utama,,Bahasa Indonesia,,,,,,,
330,,ERAGON,"
          Eragon, anak laki-laki berusia 15 tahun, tinggal bersama paman dan sepupunya di desa bernama Carvahall. Suatu hari ketika sedang berburu ia menemukan batu berwarna biru yang indah di hutan. Karena mengira benda itu berharga dan bisa dijual mahal, ia membawa pulang batu itu. Ternyata batu itu telur naga! Eragon diam-diam memelihara naga itu karena ia tahu pamannya tidak akan setuju. Dari pendongeng tua bernama Brom, Eragon belajar mengenai naga dan sejarah mereka. Brom ternyata bukan pendongeng biasa. Saat Eragon terbang bersama naganya yang dinamainya Saphira, pamannya dibunuh makhluk-makhluk Ra`zac. Eragon bertekad memburu para Ra`zac yang membunuh pamannya dan Brom berkeras ikut. Di perjalanan Brom mengajarkan cara bertarung dengan pedang dan ilmu sihir. Brom berkata Eragon adalah penerus klan para Penunggang Naga. Dahulu Penunggang Naga adalah semacam penjaga keamanan di negara Alagaesia, tempat Eragon tinggal. Seseorang yang menyaksikan telur naga menetas terpilih menjadi Penunggang. Naga di kisah ini adalah makhluk yang memiliki kekuatan supranatural dan dapat berkomunikasi dengan para Penunggang. Klan Penunggang Naga punah karena salah seorang berkhianat dan membujuk Penunggang-Penunggang lain mengikuti jejaknya. Sang pengkhianat bernama Galbatorix, yang sekarang menjadi raja Alagaesia. Ia memerintah dengan kejam, sehingga beberapa orang yang setia pada klan Penunggang memberontak dan membentuk kelompok Varden. Galbatorix memiliki 3 butir telur naga, yang ia tunggu bertahun-tahun untuk menetas di bawah kekuasaannya, sehingga 3 orang Penunggang baru akan menjadi anak buahnya. 

Sayangnya, salah satu telur berhasil dicuri para Varden (Brom!) dan ditemukan Eragon: Saphira. Selain ceritanya yang seru, di bagian belakang buku ini juga ada semacam Kamus Bahasa Kuno yang dipakai para Penunggang untuk mengucapkan mantra-mantra mereka. Bahasa itu merupakan dasar semua kekuatan. 

Bahasa Kuno menjabarkan sifat sejati benda-benda, bukan aspek buatan yang dilihat semua orang. Misalnya, api disebut brisingr. Itu bukan saja nama untuk api, tapi itulah nama api. Kalau penggunanya cukup kuat, ia bisa menggunakan brisingr untuk mengarahkan api ke wujud apa pun yang diinginkannya.        ",,,,,,,,,87199,99,,,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide022-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide022-cr-500x500.jpeg,,,,,,,,850,15.0,23.0,5.68,,,,,0,,,,Gramedia Pustaka Utama,,Bahasa Indonesia,,,,,,,
331,,METROPOP KLASIK  DIMSUM TERAKHIR,"
          Empat perempuan kembar yang mempunyai empat kehidupan berbeda. Empat masa depan yang membingungkan. Empat rahasia masa lalu yang menghantui. Dan satu usia biologis yang terus-menerus berdetik. Siska Yuanita, Indah Pratidina, Rosi Liliani, dan Novera Kresnawati terpaksa harus pulang untuk mendampingi ayah yang diprediksi tidak punya harapan hidup lagi. 

Mereka tidak pernah menyangka bahwa kesempatan berkumpul kembali ternyata mengubah segalanya. Pertanyaan-pertanyaan penting tentang kehidupan bermunculan, termasuk ketakutan, kecemasan, dan keangkuhan mengakui bahwa kehidupan dan kematian hanyalah sekadar garis tipis. Dimsum Terakhir adalah drama penuh harum memikat, cerdas, dan dituturkan dengan amat indah oleh novelis bestseller Indonesia, Clara Ng. Kisah ditulis modis dengan gaya lembut tapi kuat ini menyuarakan keberanian serta kekuatan yang (selalu) ada di setiap hati kita semua.        ",,,,,,,,,69599,99,,,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide023-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide023-cr-500x500.jpeg,,,,,,,,300,13.5,20.0,3.68,,,,,0,,,,Gramedia Pustaka Utama,,Bahasa Indonesia,,,,,,,
332,,METROPOP KLASIK  PERANG BINTANG,"
          Wira tidak merendahkanku, tapi aku merasa direndahkan. Wira tidak mengejekku, tapi aku merasa diejek. Tatapannya... apa artinya? Memangnya kenapa kalau aku janda? Apa Wira ternyata juga manusia berpikiran dangkal, yang menganggap janda hanya perempuan kelas dua yang suka menggoda pria? Oh, aku benci sekali memikirkan itu! Aku benci membayangkan apa yang Wira pikirkan tentang aku! Yang paling celaka, aku juga membenci diriku sendiri, lantaran jadi begini kacau hanya karena memikirkan apa yang Wira pikirkan! Ya ampun... tentu saja ini tidak boleh terjadi! Daripada naksir brondong bau kencur itu, lebih baik aku makan sepatuku sendiri! - Rezia Kartika, 30 Jatuh cinta kok sama janda... Janda cerai, lagi. Tiga tahun lebih tua, lagi. Sudah punya anak, lagi. Kayak nggak ada perempuan lainnya saja! Sudah pasti hal konyol macam ini tak boleh terjadi. Ya, kan? Bagaimana dengan reputasiku, coba? Apa kata orang nanti? Ha?! Hahaha! Sekarang aku jadi mirip Rezia: jadi ikut sok jaim memikirkan apa kata orang segala. Bah! Padahal, dari segi nama saja kami nggak jodoh kok. Kartika - Yudha... see? Kalau kami nekat menjalin hubungan, kujamin dunia akan meledak karena Perang Bintang! - Wira Yudha Nugraha, 27        ",,,,,,,,,74399,99,,,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide024-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide024-cr-500x500.jpeg,,,,,,,,300,13.5,20.0,3.92,,,,,0,,,,Gramedia Pustaka Utama,,Bahasa Indonesia,,,,,,,
333,,5 CM  NEW EDITON 2019 ,"
Lima sahabat telah menjalin persahabatan selama tujuh tahun. Kegemaran mereka adalah mengeksekusi hal-hal yang tidak mungkin dan mencoba segala hal, mulai dari kafe paling terkenal di Jakarta, sampai nonton layar tancap. Semuanya penggemar film, dari film Hollywood sampai film yang nggak kelas kecuali film India karena mereka punya prinsip bahwa semua persoalan di dunia atau masalah pasti ada jalan keluarnya, tapi bukan dalam bentuk joget. Suatu saat, karena terdorong oleh rasa bosan di antara satu dan yang lain, mereka memutuskan untuk tidak saling berkomunikasi dan bertemu satu sama lain selama tiga bulan. Selama tiga bulan berpisah itulah telah terjadi banyak hal yang membuat hati mereka lebih kaya dari sebelumnya. Pertemuan setelah tiga bulan yang penuh dengan rasa kangen akhirnya terjadi dan dirayakan dengan sebuah perjalanan. Sebuah perjalanan yang penuh dengan keyakinan, mimpi, cita-cita, dan cinta. Sebuah perjalanan yang telah mengubah mereka menjadi manusia sesungguhnya, bukan Cuma seonggok daging yang bisa berbicara, berjalan, dan punya nama. Ada yang pernah bilang kalau idealisme adalah kemewahan terakhir yang dimiliki oleh generasi muda
",,,,,,,,,76499,99,,,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide025-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide025-cr-500x500.jpeg,,,,,,,,350,14.5,21.5,3.8200000000000003,,,,,0,,,,Gramedia Widiasarana Indonesia,,Bahasa Indonesia,,,,,,,
334,,IKON  A TRIBUTE UN OFFICIAL ,"
          This is iKON. 7 member, 7 kepribadian: 2 rapper dengan flow keren-gila dan 5 vokalis dengan range vokal dan warna suara yang khas, apa pun yang mereka nyanyikan bisa bikin kuping kita mengalami eargasm. 7 cowok adorkable dan nggak pernah merasa perlu jaim, yang nggak punya hubungan darah tapi diikat tali persaudaraan superkuat, yang ditempa tiga survival show dan badai masalah silih berganti. 7 cowok yang terlahir sebagai entertainer sejati, menyebut dan memperlakukan fans sebagai teman, senantiasa rendah hati dan berusaha membuat fans bangga. Selamat datang di dunia iKON yang iKONIK.        ",,,,,,,,,71199,99,,,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide026-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide026-cr-500x500.jpeg,,,,,,,,200,13.5,20.0,2.32,,,,,0,,,,Gramedia Pustaka Utama,,Bahasa Indonesia,,,,,,,
335,,METROPOP KLASIK  LOVE CURSE & HOCUS POCUS,"
          “And what would you do, if I told you I have no intention to kiss you?” “Kurasa... aku akan membuatmu mengubah keputusanmu itu.” Ketika Troy Mardian dan Gadis Parasayu yang saling membenci harus terbangun dalam keadaan bugil dengan memori kabur akan pernikahan mereka, reaksi pertama mereka adalah berteriak histeris. 

Mereka curiga jika semua keanehan itu berkaitan dengan wanita gipsi tua yang mereka tertawai pada acara ulang tahun kantor mereka. Untunglah mimpi dan realitas yang tumpang tindih mempermainkan akal sehat mereka itu segera berakhir, dan membawa mereka kembali ke dunia nyata. Kali ini Troy dan Gadis yakin semua keanehan yang mereka alami itu telah berakhir. Setidaknya demikian, hingga tugas kantor membawa mereka ke negara para Duke dan Duchess, Inggris. 

Dalam penerbangan yang melewati turbulensi ekstrem dan nyaris merenggut nyawa, keduanya dipaksa berpikir ulang tentang perasaan masing-masing. Meskipun mereka saling membenci sejak pandangan pertama, mungkinkah berbagai peristiwa aneh tersebut justru mengubah rasa tidak suka mereka menjadi cinta? Dan ketika Troy dan Gadis mengira hidup mereka sudah mencapai puncak kebahagiaan tertinggi, nun jauh di sana, sayup-sayup suara gemerencing lonceng perak kecil milik si gipsi misterius kembali membelah pekatnya malam... Lalu apa kira-kira yang akan terjadi pada Troy dan Gadis kali ini? Cring... cring... cring... Beware!        ",,,,,,,,,75999,99,,,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide027-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide027-cr-500x500.jpeg,,,,,,,,400,13.5,20.0,4.16,,,,,0,,,,Gramedia Pustaka Utama,,Bahasa Indonesia,,,,,,,
336,,METROPOP KLASIK  LOVE HATE & HOCUS POCUS,"
          Hate at first sight. Itulah definisi yang tepat untuk menggambarkan Troy Mardian dan Gadis Parasayu. Mereka partner kerja yang dinamis––sedinamis gejolak permusuhan yang terus meletup di antara mereka berdua. Menurut Gadis, Troy Mardian adalah contoh sempurna tipe manusia yang tercabut dari akarnya. Jelas-jelas asli Indonesia, kok pakai bertingkah ala bule? Rambut dicokelatin, ngomong bahasa Inggris, barang-barang harus label desainer, dan mati-matian mempertahankan imej metroseksual biar tetap bisa menyandang gelar The Most Eligible Bachelor in Indonesia. Sedangkan menurut Troy, Gadis Parasayu (atau Paras Ayu) adalah nama terkonyol yang pernah didengarnya. Di Amerika tempat Troy dibesarkan, nggak ada orangtua yang cukup gila menamai anak mereka dengan Beautiful Face Girl. Narsis sekali! Okelah, wajahnya memang eksotis plus lekuk bodi bak JLo, tapi masa sih suka banget pakai merek lokal? Hanya satu persamaan mereka. Sama-sama nggak percaya hocus-pocus, ramal-meramal, paranormal, astrologi, atau apa pun yang berhubungan dengan dunia pernujuman. Lalu apa yang terjadi saat mereka terbangun pada suatu Minggu pagi cerah, dan mendapati diri mereka berada di ranjang yang sama dalam kondisi bak Adam dan Hawa saat pertama kali terdepak dari Firdaus––bugil, plus cincin kawin yang melingkari jari manis masing-masing, serta memori samar tentang pernikahan yang mereka lakukan tiga belas hari yang lalu?!        ",,,,,,,,,55999,99,,,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide028-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide028-cr-500x500.jpeg,,,,,,,,200,13.5,20.0,2.64,,,,,0,,,,Gramedia Pustaka Utama,,Bahasa Indonesia,,,,,,,
337,,METROPOP KLASIK  A WISH FOR LOVE,"
          Love is a myth. Cinta hanya datang kepada sedikit orang yang beruntung, dan aku bukan salah satu yang beruntung itu. But that’s fine. Aku tidak membutuhkan cinta. Menurutku, dua orang dewasa yang saling peduli dan menghormati sudah cukup untuk menjalin hubungan yang baik. 

Seperti aku dan Rio. Bertahun-tahun aku menjadi kekasih Rio tanpa pernah mencintainya dan itu sudah cukup. I can live with that. I really can... sampai seorang laki-laki lain membuat duniaku berhenti berputar dengan senyumnya dan mata bulan sabitnya. Kini ada dua laki-laki mengharapkan cintaku. Siapa yang harus kupilih? If I have to choose love, why does it hurt so much?        ",,,,,,,,,71199,99,,,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide029-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide029-cr-500x500.jpeg,,,,,,,,250,13.5,20.0,3.7600000000000002,,,,,0,,,,Gramedia Pustaka Utama,,Bahasa Indonesia,,,,,,,
338,,METROPOP KLASIK  RUNAWAY RAN,"
          Katrina si anak manja yang hobi belanja online itu, sekarang harus belajar hidup irit dan mencari uang sendiri. Kebetulan, ada iklan lowongan yang di-broadcast di Blackberry. Katanya sih untuk jadi asistennya J.F. Ran, komikus pengarang 4 Hero No Zero. Tawarannya menggiurkan sih, dan berhubung kebutuhan belanja online-nya sangat mendesak, Katrina pun mengirimkan CV-nya. Komik berjudul 4 Hero No Zero sudah tiga tahun ini booming di Indonesia. Komik nyeleneh dan kocak itu ditulis oleh J.F. Ran yang ternyata aslinya ganteng, tapi galak. Apalagi pacarnya, Viana, yang judes dan cemburuan setengah mati. Nggak heran kalau orang yang kerja jadi asisten Ran, nggak pernah bertahan lama. Kali ini giliran Katrina yang jadi asistennya. Bakalan awet nggak ya? Kira-kira siapa yang bakalan takluk? Ran atau Katrina?        ",,,,,,,,,69599,99,,,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide030-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide030-cr-500x500.jpeg,,,,,,,,250,13.5,20.0,3.68,,,,,0,,,,Gramedia Pustaka Utama,,Bahasa Indonesia,,,,,,,
339,,SEJUMLAH PERTANYAAN TENTANG CINTA,"
          Takdir kita ditulis, sejak kau angkat teleponku, ""Halo, kau adalah cinta pertamaku, apa kau mau jadi cinta terakhirku?"" Tapi diam tak pernah menjadi bahasa terbaik bagi kita untuk membincangkan angan-angan yang cenderung rapuh Sebuah pijakan lemah anak lelaki kurus saja akan mudah mematahkannya dan waktu yang tak pernah bosan menjadi peneman perjalanan akhirnya juga ikut menyerah Tuhan kemudian membeli penghapus di toko seberang Aku tahu toko itu tak punya uang kecil buat kembalian dan memberi dua bungkus permen, rasa paling kecut. 

Dua permen itu juga kutemukan di depan pintu kamar, bersama kata maaf dari Tuhan, karena memberi kita kado perpisahan.        ",,,,,,,,,39999,99,,,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide031-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide031-cr-500x500.jpeg,,,,,,,,150,11.0,18.0,1.04,,,,,0,,,,Elex Media Komputindo,,Bahasa Indonesia,,,,,,,
340,,METROPOP KLASIK  HIS WEDDING ORGANIZER,"
          Mau tahu tentang ketololanku yang paling memalukan? Aku pernah berselingkuh. Dengan lelaki yang pernah jadi pacarku, sekaligus yang pernah memberiku luka karena dia memilih menikah dengan perempuan yang memintaku jadi wedding organizer-nya. Bodoh, kan? Sangat. Keterlaluan. Karena aku sampai berani mengorbankan Adra--lelaki yang kecintaannya padaku mungkin hanya mampu disaingi tokoh utama dalam film-film drama--demi hubungan semu yang nggak menjanjikan apa-apa selain sensasi debar jantung. Tolol kuadrat, kalau aku nggak segera sadar untuk menyudahi semuanya. Dan memperjuangkan kembali cinta Adra yang telanjur pecah. Masalahnya, Adra tidak setolol aku! Dia menolak! Haruskah aku menyerah? Oh, andai saja aku diberi kesempatan mempersembahkan sebuah perkawinan yang luar biasa baginya (dan bagiku....)        ",,,,,,,,,59999,99,,,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide032-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide032-cr-500x500.jpeg,,,,,,,,200,13.5,20.0,2.72,,,,,0,,,,Gramedia Pustaka Utama,,Bahasa Indonesia,,,,,,,
341,,ANJING SETAN  THE HOUND OF THE BASKERVILLES   HARD COVER,"
          Kutukan anjing setan membayangi keluarga Baskerville selama beberapa generasi serta dianggap menjadi penyebab kematian para ahli waris keluarga itu. Merasa hidupnya dalam bahaya, Sir Henry Baskerville, ahli waris terakhir keluarga itu meminta bantuan Sherlock Holmes. Sebagai orang yang selalu mengedepankan logika, Holmes tentu saja tidak memercayai kekuatan supernatural. Tapi bagaimana ketika ia dihadapkan pada fakta-fakta yang tidak bisa dicerna akal sehat? Bisakah ia menyingkap misteri ini dan menyelamatkan kliennya?        ",,,,,,,,,55999,99,,,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide033-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide033-cr-500x500.jpeg,,,,,,,,200,13.5,20.0,2.08,,,,,0,,,,Gramedia Pustaka Utama,,Bahasa Indonesia,,,,,,,
342,,EMPAT PEMBURU HARTA  THE SIGN OF FOUR   HARD COVER,"
          Mary Morstan mendatangi Sherlock Holmes untuk meminta bantuannya memecahkan sebuah misteri. 

Sepuluh tahun yang lalu, ayah Mary, Kapten Arthur Morstan, kembali ke London dengan mengambil cuti dari resimennya di India. Katanya, di sana ia dan seorang temannya, Thaddeus Sholto, mendapatkan harta karun yang sangat besar jumlahnya. Tapi ketika Mary tiba di hotel tempat ayahnya tinggal, sang ayah lenyap tanpa jejak. Sherlock Holmes menyambut misteri ini sebagai tantangan menarik.        ",,,,,,,,,51999,99,,,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide034-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide034-cr-500x500.jpeg,,,,,,,,200,13.5,20.0,1.6,,,,,0,,,,Gramedia Pustaka Utama,,Bahasa Indonesia,,,,,,,
343,,LEMBAH KETAKUTAN  THE VALLEY OF FEAR   HARD COVER,"
          Sherlock Homes mendapat pesan bersandi yang berisi peringatan akan datangnya bahaya bagi seorang bangsawan. Namun peringatan itu datang terlambat, karena orang yang dimaksud ternyata mati mengenaskan malam sebelumnya. Holmes dan Watson pun bekerja sama untuk mengungkap pembunuhan tersebut, dan mendapati ini bukanlah pembunuhan biasa. Lembah Ketakutan merupakan novel Sherlock Holmes terakhir yang ditulis oleh Sir Arthur Conan Coyle        ",,,,,,,,,55999,99,,,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide035-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide035-cr-500x500.jpeg,,,,,,,,200,13.5,20.0,2.08,,,,,0,,,,Gramedia Pustaka Utama,,Bahasa Indonesia,,,,,,,
344,,PENELUSURAN BENANG MERAH  A STUDY IN SCARLET   HARD COVER,"
          Penelusuran Benang Merah merupakan buku pertama dalam seri Sherlock Holmes dan mengisahkan perkenalan dr. Watson dengan sang detektif. Sang dokter yang ketika itu belum mengetahui profesi Holmes, pada awalnya dibuat bingung dengan keeksentrikan pria itu serta kemampuannya yang unik. Holmes sangat pandai dalam ilmu deduksi dan mampu menebak keadaan seseorang hanya dalam sekali pandang. Para tamu yang mengunjungi rumah sewaan mereka di Baker Street pun berasal dari berbagai kelas sosial, mulai dari bangsawan sampai portir. Holmes juga mahir bermain biola, tetapi lebih sering menggeseknya sembarang. Dia bisa tampak sangat bersemangat, namun di lain waktu tampak merenung dengan tatapan kosong seperti orang kecanduan narkotika. 

Dr. Watson baru memahami teman barunya itu ketika ia mengetahui profesi Holmes dan mendapat kesempatan untuk menyaksikan sang detektif bekerja, menelusuri benang merah rangkaian pembunuhan yang terjadi di jantung kota London        ",,,,,,,,,51999,99,,,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide036-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide036-cr-500x500.jpeg,,,,,,,,200,13.5,20.0,1.6,,,,,0,,,,Gramedia Pustaka Utama,,Bahasa Indonesia,,,,,,,
345,,METROPOP KLASIK  A WEEK TO FOREVER,"
          Amaya Jasmine Koesoemo tak pernah menduga, satu minggu bisa mengubah seluruh jalan hidupnya. Tujuh hari. Seratus lima puluh empat jam. Dan bum! Semua masa depan yang telah Amaya rancang bersama Caleb buyar begitu saja. Pertemuannya kembali dengan Dirgantara Hidayat setelah enam tahun berselang, ternyata mampu membangkitkan kembali kisah lama di antara mereka, kisah yang dulu diakhiri bahkan sebelum sempat mereka mulai. Dan kini kisah itu menuntut haknya kembali. Satu minggu business trip di Singapura. 

Pertemuan tak sengaja dengan Dirga yang berlanjut dengan pertemuan-pertemuan berikutnya, dan semua kenangan di antara mereka mendesak keluar tanpa ampun. Beranikah Amaya mempertaruhkan masa depannya demi masa lalu yang belum tuntas? Meninggalkan tunangan yang mencintainya dan rencana pernikahan yang telah disusun begitu rapi hanya demi memberikan kesempatan bagi satu minggu itu untuk menjadi selamanya?        ",,,,,,,,,54399,99,,,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide037-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide037-cr-500x500.jpeg,,,,,,,,200,13.5,20.0,2.48,,,,,0,,,,Gramedia Pustaka Utama,,Bahasa Indonesia,,,,,,,
346,,WHY  THEORY OF RELATIVITY,"
          Jika ada yang cocok disebut sebagai ‘genius abad ini’, orang itu pastilah Albert Einstein. Karena itu dalam komik atau film, seorang genius digambarkan memiliki bentuk rambut yang berantakan dan kumis tebal seperti Einstein. 

Hal itu membuktikan bahwa Einstein mendapat pengakuan sebagai seorang ilmuwan hebat oleh seluruh dunia. Tapi, walaupun banyak yang mengetahui bahwa Einstein itu ilmuwan terkenal, banyak juga yang tidak tahu apa yang telah diraih beliau. Hal itu karena anggapan bahwa ilmu ‘Fisika’ sulit dimengerti oleh orang pada umumnya. Akan tetapi, teori relativitas yang dikemukakan oleh Einstein sebenarnya dapat dirasakan oleh siapa pun dan telah dijelaskan dalam kehidupan sehari-hari kita. Asalkan ada sedikit saja minat, kita akan bisa memahaminya dengan mudah.        ",,,,,,,,,87999,99,,,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide038-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide038-cr-500x500.jpeg,,,,,,,,200,18.0,24.0,1.6,,,,,0,,,,Elex Media Komputindo,,Bahasa Indonesia,,,,,,,
347,,WHY  3D PRINTING,"
          Alat ajaib yang dapat mencetak benda sesuai dengan bentuk aslinya, hanya dengan memasukkan bahan baku dan memasukkan informasi tentang benda yang diinginkan, disebut 3D Printing. Kita biasanya menggambar dalam pikiran tentang benda yang diinginkan. Hal itu dinamakan imajinasi atau angan-angan. Printer 3D berfungsi dengan menggunakan imajinasi dan ide ini. Siapapun yang memiliki informasi dan desain tentang bentuk benda yang diinginkan, maka kita bisa mendapatkan benda tersebut secara nyata. 3D Printing dapat membuat kita menjadi seorang pencipta hanya dengan ide yang diciptakan.        ",,,,,,,,,87999,99,,,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide039-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide039-cr-500x500.jpeg,,,,,,,,200,18.0,24.0,1.6,,,,,0,,,,Elex Media Komputindo,,Bahasa Indonesia,,,,,,,
348,,WHY  VIRTUAL REALITY & AUGMENTED REALITY   REALITAS VIRTUAL,"
          Seiring dengan berkembangnya teknologi, muncul istilah yang dikenal sebagai Virtual Reality (VR) dan Augmented Reality (AR). VR merupakan imajinasi yang terasa seperti dunia nyata. Pengguna biasanya mendefinisikan VR sebagai pembuatan seluruh lingkungan sekitar menjadi virtual, sedangkan AR didefinisikan sebagai penambahan elemen virtual ke dunia nyata. AR memperlihatkan dunia nyata secara lebih luas dan terasa lebih nyata. Dengan teknologi-teknologi ini, informasi dapat diakses dengan mudah, para pecinta game pun akan merasakan sensasi tersendiri saat sedang bermain game.        ",,,,,,,,,87999,99,,,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide040-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide040-cr-500x500.jpeg,,,,,,,,200,18.0,24.0,1.6,,,,,0,,,,Elex Media Komputindo,,Bahasa Indonesia,,,,,,,
349,,RAYMOND CARVER TERKUBUR MI INSTAN DI IOWA,"
          Raymond Carver ditemukan meninggal dalam keadaan telanjang. Dia terkubur mi instan di salah satu kamar Iowa House Hotel di Iowa City. Tiga puluh tahun setelah kejadian itu, Ray— seperti kebanyakan orang memanggilnya—diberitakan meninggal karena kanker paru-paru, tepatnya pada hari kedua bulan Agustus tahun 1988. Namun itu palsu!        ",,,,,,,,,39999,99,,,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide041-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide041-cr-500x500.jpeg,,,,,,,,200,11.5,17.5,1.24,,,,,0,,,,Kepustakaan Populer Gramedia,,Bahasa Indonesia,,,,,,,
350,,SRIMENANTI,"
          Saya pernah ditanya wartawan, “Lukisanmu termasuk aliran apa?” Saya malas dan tidak tertarik menjawab pertanyaan semacam itu. Saya tidak tertarik pada label.

Hari-hari ini kegemaran bermain label kembali merajalela dan banyak orang lupa atau tidak menyadari bahayanya.

Diam-diam saya jeri menanggung beban yang diakibatkan oleh permainan label dan stigma. Namun, bagaimanapun saya mencintai hidup ini.

Di saat-saat rentan hati, ingin rasanya saya pergi mengasingkan diri. Pergi jauh ke sebuah pelukan dan berlabuh di bahu seseorang, tetapi pelukan siapa, bahu siapa?

Srimenanti adalah novel perdana Joko Pinurbo.        ",,,,,,,,,43999,99,,,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide042-cr-500x500.jpeg,https://www.solusibuku.com/image/c/data/produk/2020/eksternal/gramedia/Slide042-cr-500x500.jpeg,,,,,,,,200,13.5,20.0,1.44,,,,,0,,,,Gramedia Pustaka Utama,,Bahasa Indonesia,,,,,,,
