,nama,harga,deskripsi,detail,link gambar,link
25,DIET GARAM DIET SEHAT TANPA GARAM,"Rp.39,600 ","
          Diet Garam aman dilakukan apabila Anda benar-benar paham dengan Diet Garam itu sendiri. Sebenarnya, Diet Garam bukanlah cara menurunkan berat badan secara instan dalam 13 hari, tetapi bagaimana kita mengubah pola hidup kita menjadi lebih sehat. Dengan pola hidup sehat, maka dapat mengurangi risiko yang membahayakan kesehatan kita.
Dilengkapi dengan contoh-contoh menu yang mudah untuk dibuat di dapur Anda, buku ini pastinya akan dapat membantu Anda untuk melakukan Diet Garam secara tepat, aman, dan sehat. Salam Sehat!!!

        ","{'Kategori': 'Kesehatan', 'Ketebalan': '126 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Ninggar Diastiti, Amd, Gz ', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide329-cr-500x500.JPG,https://www.solusibuku.com/kesehatan/diet-garam-diet-sehat-tanpa-garam.html
26,PENGANTAR ILMU KEBIDANAN DAN STANDAR PROFESI KEBIDANAN,"Rp.46,800 ","
          Seiring perkembangan dunia medis yang sedemikian pesatnya, maka pelayanan kebidanan dituntut untuk mampu mengikuti dan mengimbangi perkembangan pelayanan medis dan kesehatan lainnya. Pelayanan kebidanan yang bermutu adalah pelayanan yang berdasarkan standar, dan kode etik bidan serta hubungan interpersonal yang adekuat. Dalam memberikan pelayanan kebidanan yang sesuai dengan standar, bidan menggunakan pendekatan manajemen bidan. Mengetahui hal tersebut maka penting bagi para bidan untuk mengetahui konsep dasar tentang bidan. Konsep kebidanan merupakan suatu kerangka dalam bidang keilmuan bidan.        ","{'Kategori': 'Kesehatan', 'Ketebalan': '348 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Ardhina Nugraheni', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide330-cr-500x500.JPG,https://www.solusibuku.com/kesehatan/pengantar-ilmu-kebidanan-dan-standar-profesi-kebidanan.html
27,KEAJAIBAN JUS BUAH & SAYUR RESEP JUS UNTUK MENGATASI PENYAKIT BERBAHAYA DAN MEMBUAT TERUS AWET MUDA,"Rp.71,600 ","
          Kesehatan adalah sesuatu yang sangat bernilai dan tidak dapat diukur dengan apapun. Hidup tidak akan bahagia apabila tubuh kita sakit-sakitan. Lihat saja disekitar kita masih banyak orang yang merokok, minum-minuman yang mengandug alcohol, begadang, makan makanan yang tidak sehat, dan lain sebagainya. Melihat hal ini, kita perlu kembali ke konsumsi buah dan sayur sebagai sumber vitamin dan antioksidan yang justru dibutuhkan oleh tubuh kita.        ","{'Kategori': 'Kesehatan', 'Ketebalan': '176 Halaman', 'Dimensi': '18 x 23 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Dr.Triana Helmawati, MMR, Rahmatul Fitriana, S.KM.', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide331-cr-500x500.JPG,https://www.solusibuku.com/kesehatan/keajaiban-jus-buah-dan-sayur-resep-jus-untuk-mengatasi-penyakit-berbahaya-dan-membuat-terus-awet-muda.html
28,P3K UNTUK MASYARAKAT PANDUAN LENGKAP PERTOLONGAN PERTAMA PRAKTIS,"Rp.31,600 ","
          Kecelakaan dapat terjadi di mana saja dan kapan saja. Banyak di antara kita yang masih awam terhadap praktik penanganan yang tepat atau pertolongan pertama pada kecelakaan. Oleh karena itu, masyarakat setidaknya memiliki pengetahuan dasar bagaimana harus bertindak pada keadaann tertentu sehingga mampu meminimalkan risiko pada korban.
Buku ini hadir untuk membantu masyarakat dalam memahami pentingnya tindak pertolongan pertama pada kecelakaan, serta bagaimana praktik-praktiknya.        ","{'Kategori': 'Kesehatan', 'Ketebalan': '84 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Ardhina Nugraheni', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide332-cr-500x500.JPG,https://www.solusibuku.com/kesehatan/p3k-untuk-masyarakat-panduan-lengkap-pertolongan-pertama-praktis.html
29,SMOOTHIES MINUMAN SEHAT DAN MENYEHATKAN,"Rp.47,600 ","
          Soft Banana Mangoes Smoothies with Honey and Melted Chocolate!
Hmmm… baru dengar aja sudah bikin ngiler ya!
Sekarang ini kita sudah akrab sekali dengan istilah “smoothies”, yaitu minuman yang terbuat dari campuran buah atau sayur, diblender, dan umumnya disajikan dingin dengan berbagai topping yang menggugah selera. Tekstur smoothies sangat lembut,        ","{'Kategori': 'Kesehatan', 'Ketebalan': '69 Halaman', 'Dimensi': '19 x 18.5 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Fitri Ariani', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide333-cr-500x500.JPG,https://www.solusibuku.com/kesehatan/smoothies-minuman-sehat-dan-menyehatkan.html
30,LEZAT SIH TAPI SEHAT NGGAK YA,"Rp.39,200 ","
          Buku ini membahas beberapa makanan yang patut diwaspadai karena beberapa di antara makanan yang dibahas dalam buku ini merupakan makanan yang selama ini banyak ditemukan zat-zat kimia ataupun kandungan berbahaya lainnya. Selain itu, dibahas juga tentang beberapa zat makanan yang menguntungkan bagi tubuh, pentingnya memasak sendiri, manfaat sayur dan buah organic, serta mencegah berbagai macam penyakit berbahaya dengan makanan. Semoga buku ini bisa bermanfaat bagi siapa saja yang membacanya.
• Kerupuk dan Bahan Berbahaya
• Bakso Mengandung Borak
• Jajanan Goreng Bahaya Gak Ya?
• Ikan Asin Berformalin
• Ikan Laut Mengandung Merkuri
• Bahaya Dibalik Permen Manis
• Antara Tahu, Pengawet dan Pewarna Berbahaya
• Yuk, Sehatkan Tubuh dengan Makanan Sehat        ","{'Kategori': 'Kesehatan', 'Ketebalan': '228 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Dr.Triana Helmawati, MMR, Rahmatul Fitriana, S.KM.', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide334-cr-500x500.JPG,https://www.solusibuku.com/kesehatan/lezat-sih-tapi-sehat-nggak-ya.html
31,FOOD COMBINING  A HEALTHY LIFE  SEHAT MUDAH MENYENANGKAN,"Rp.39,600 ","
          Sakit itu mahal, sedangkan sehat itu murah. Menjadi sehat tidak lantas kita wajib mengonsumsi tambahan suplemen yang dipercaya dapat menambah fit tubuh. Menjadi sehat, kuncinya, adalah pandai-pandai mengatur asupan nutrisi melalui makanan.
Food combining adalah pola makan yang bertujuan untuk mengidealkan kondisi tubuh. Pola makan ini diyakini mampu menyembuhkan beberapa keluhan penyakit, bahkan dipercaya pula sebagai cara diet dengan hasil yang cukup revolusioner. Pola makan ini mempertimbangkan efektivitas penyerapan zat gizi dan zat fitokimia antigizi dalam makanan. Karena itu, asupan makanan diatur mengikuti siklus alami tubuh. Yang paling menonjol dalam food combining adalah tidak disarankannya menyantap nasi, lauk-pauk, sayur, dan buah sekaligus dalam satu sesi makan.
Selami buku ini untuk lebih memahami arti food combining, terapkan dalam kehidupan sehari-hari, dan raih manfaatnya segera!        ","{'Kategori': 'Kesehatan', 'Ketebalan': '160 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Dewi Puspitasari, S.Gz.', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide335-cr-500x500.JPG,https://www.solusibuku.com/kesehatan/food-combining-a-healthy-life-sehat-mudah-menyenangkan.html
32,LANGSING DAN SEHAT BERSAMA DIET KETOGENIK RAIH BODY GOALSMU SAMBIL MAKAN ENAK,"Rp.39,600 ","
          Ketosis merupakan kondisi ketika tubuh memecah simpanan lemak menjadi keton yang akan dipakai sebagi sumber energi. Inilah yang menjadi tujuan utama diet ketogenik yang dibahas dalam buku ini. Prinsip yang ditekankan dalam diet ini adalah: konsumsi karbohidrat rendah, protein sedang, dan lemak tinggi. Energi yang dihasilkan oleh pola diet ketogenik diketahui jauh lebih besar daripada energi yang diperoleh dari hasil pemecahan karbohidrat.
Tak hanya ampuh untuk menurunkan berat badan, pola diet ini juga membantu Anda:
1.Mengendalikan gula darah
2.Menurunkan tekanan darah
3.Meningkatkan kolestrol baik
4.Meningkatkan energi
5.Meningkatkan daya tahan fisik
6.Meningkatkan fokus mental
7.Mengantisipasi Alzheimer dan Epilepsi
Serta solusi penting bagi penderita alergi Gluten        ","{'Kategori': 'Kesehatan', 'Ketebalan': '216 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Adelina Mayang', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide336-cr-500x500.JPG,https://www.solusibuku.com/kesehatan/langsing-dan-sehat-bersama-diet-ketogenik-raih-body-goalsmu-sambil-makan-enak.html
33,TERNYATA HAMIL DAN MELAHIRKAN TANPA RASA SAKIT ITU MUDAH,"Rp.47,600 ","
          Mengapa harus merasa takut? Apakah Anda sebagai wanita tidak mampu menerima KONDISI ketika harus melewati fase KEHAMILAN dan PERSALINAN? Di masyarakat, banyak mitos dan informasi hoaks terkait kehamilan yang terkadang tidak berfaedah. Tapi kenyataannya, semua itu berhasil membuat sebagian wanita memilih umundur untuk merasakan hamil dan melahirkan. Ketakutan yang dirasakan ini sebenarnya wajar. Dalam buku ini, penulis sebagai praktisi kesehatan keluarga akan menyampaikan segala penyebab yang menjadikan para wanita mengalami ketakutan ketika harus melewati kehamilan dan persalinan. Ketika masalah ketakutan wanita itu muncul, buku ini datang memberikan solusinya. Anda—para wanita—akan dibuat nyaman dan siap secara emosional maupun fisik untuk menyambut masa kehamailan hingga persalinan. Mulai dari bagaimana solusi ketika kekhawatiran itu muncul, hingga bagaimana mengatasi ketakutan atau depresi selama masa kehamilan sampai pasca-persalinan. Buku ini akan mengajarkan Anda sekalian bahwa melewati masa kehamilan dan persalinan tanpa rasa takut itu mudah.

        ","{'Kategori': 'Kesehatan', 'Ketebalan': '288 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Anisa Septianingrum, M.Pd. ', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide337-cr-500x500.JPG,https://www.solusibuku.com/kesehatan/ternyata-hamil-dan-melahirkan-tanpa-rasa-sakit-itu-mudah.html
34,PENGANTAR ANATOMI FISIOLOGI MANUSIA,"Rp.51,600 ","
          Anatomi dan fisiologi merupakan dasar dari cabang ilmu kesehatan, melingkupi pemahaman struktur, bagian, serta fungsi setiap organ dalam tubuh manusia. Pengetahuan ini sangat esensial, karena dari sinilah kita akan mengetahui proses atau kondisi normal pada manusia sebelum mulai memahami kondisi patologi. Buku ini disusun sedemikian rupa sehingga mudah dibaca dan dipahami. Dengan lengkapnya penjelasan dalam buku ini, peserta didik kesehatan diharapkan semakin mudah memahami tentang anatomi dan fisiologi pada manusia

SISTEM KERANGKA

SISTEM PEREDARAN DARAH

SISTEM MUSKULAR

SISTEM SARAF

Susunan Saraf Pusat

Reseptor Sensorik

PANCA INDRA

Susunan Saraf Otonom

DST        ","{'Kategori': 'Kesehatan', 'Ketebalan': '352 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Ardhina Nugraheni', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide338-cr-500x500.JPG,https://www.solusibuku.com/kesehatan/pengantar-anatomi-fisiologi-manusia.html
35,Men On Diet,"Rp.47,200 ","
Ha? Diet? Emang pria perlu diet? Bukannya itu untuk wanita saja?
Eits, jangan salah, tidak hanya wanita saja  yang selalu mempermasalahkan urusan badan. Nyatanya, banyak pria yang juga gusar  dengan barat badan mereka yang diatas rata-rata atau malah terlalu kurus. Dan, obesitas tak mengenal gender, pria pun bisa terkena obesitas.
Lalu mengapa pria perlu juga berdiet?
Alasan terpenting mengapa kamu perlu mengatur pola makan atau diet membuatmu sehat. Bonusnya, kamu mendapatkan penampilan yang ideal. Alasan lainnya, kamu akan lebih bahagia. Bahagia karena tidak susah mencari baju yang pas di tubuhmu, bahagia karena kamu menjadi semakin sehat dan dapat aktif beraktivitas, bahagia karena kamu mampu mengendalikan dan menjaga tubuhmu.
Bagaimana memulainya?
Kamu dapat memulai diet dari buku ini. Buku ini akan memaparkan berbagai macam cara berdiet, langkah mudah mendapatkan tubuh ideal, bagaimana mengatasi halangan dietmu, dan berbagai macam menu yang sesuai untuk program diet.
Mempunyai berat dan bentuk badan ideal? Pasti Bisa!
","{'Kategori': 'Kesehatan', 'Ketebalan': '188', 'Dimensi': '20 X 14 X 1 CM', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Brilliant Books', 'Berat': '250000 gram', 'Product Tags': ''}",https://www.solusibuku.com/image/c/data/2021/JUNI4-cr-500x500.JPG,https://www.solusibuku.com/kesehatan/men-on-diet.html
