,nama,harga,deskripsi,detail,link gambar,link
30,25 Ide Kreatif Membuat Mainan Edukatif Untuk AnakAnak,"Rp.52,000 ","
          Dunia anak adalah dunia bermain. Namun, tak semua permainan memberikan edukasi yang sesuai dengan usia anak, apalagi di tengah gempuran permainan online yang sangat mudah dipasang pada gawai. Sebagai orangtua, inilah tantangan yang harus dihadapi. Oleh karena itu, menjadi kreatif sangatlah penting. Bagaimana menjadi orangtua yang kreatif? Ya, dengan membeli buku inilah salah satunya. Banyak contoh mainan edukatif untuk anak yang bisa dibuat sendiri menggunakan bahan-bahan yang mudah ditemui. Misalnya, membuat rantai kertas, membuat kalung dari sedotan, membuat panggung dongeng mini, dan masih banyak lagi jenis permainan edukatif menarik lainnya. Tak hanya itu, melalui buku ini, Anda, sebagai orangtua juga dapat mengembangkan kreativitas sesuai dengan keinginan masing – masing. Jadi, luangkan waktu Anda demi mengoptimalkan perkembangan si buah hati dengan mengajarkan permainan edukatif. Selamat berkreativitas!        ","{'Kategori': 'Hobi', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '126 halaman', 'Dimensi': '24x17 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Trans Idea Publishing', 'Penulis': 'Fatonah Winiarum', 'Berat': '400 gram', 'Product Tags': ' \nbuku hobi\nfatonah winiarum\nhobi\ntrans idea publishing\n\n'}",https://www.solusibuku.com/image/c/data/produk/smm/Slide45-cr-500x500.jpeg,https://www.solusibuku.com/hobi/25-ide-kreatif-membuat-mainan-edukatif-untuk-anak-anak.html
31,LucuLucu Blackpink In The Rest Area,"Rp.47,200 ","
          Membaca buku ini, kamu tidak hanya sekadar mengenal BlackPink, tetapi juga rasa cinta terhadap mereka dan kekompakan dengan Blink yang begitu erat. BlackPink juga akan menemani harimu. Ingatlah, BlackPink akan selalu ada kapan pun dan di mana pun kita berada!        ","{'Kategori': 'Hobi', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '268 halaman', 'Dimensi': '13x19.5 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Araska Publisher', 'Penulis': 'Riskaninda Maharani', 'Berat': '400 gram', 'Product Tags': ' \naraska publisher\nbuku hobi\nhobi\nriskaninda maharani\n\n'}",https://www.solusibuku.com/image/c/data/produk/smm/Slide47-cr-500x500.jpeg,https://www.solusibuku.com/hobi/lucu-lucu-blackpink-in-the-rest-area.html
32,Trik Cepat Belajar Gitar Tanpa Guru,"Rp.44,800 ","
          Buku ini akan menyampaikan bagaimana cara belajar bermain gitar yang mudah dan menyenangkan. Meskipun Anda tidak punya bakat bermain gitar, dengan menggunakan buku ini, Anda akan bisa mengiringi orang-orang bernyanyi dengan menggunakan gitar.        ","{'Kategori': 'Hobi', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '104 halaman', 'Dimensi': '19x26 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Yanita', 'Penulis': 'Dian Ayu', 'Berat': '400 gram', 'Product Tags': ' \nbuku hobi\ndian ayu\nhobi\nyanita\n\n'}",https://www.solusibuku.com/image/c/data/produk/smm/Slide54-cr-500x500.jpeg,https://www.solusibuku.com/hobi/trik-cepat-belajar-gitar-tanpa-guru.html
33,Aku Suka Musik,"Rp.44,000 ","
          Buku ini berisi tentang teori musik, sejarah musik, fakta seputar musik, teori dasar musik untuk umum, hingga panduan lengkap belajar membaca not balok dan not angka. Dengan begitu, buku ini berisi mengenai materi musik secara lengkap dan terpadu. Disasarkan untuk pelajar dan umum.        ","{'Kategori': 'Hobi', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '196 halaman', 'Dimensi': '15x23 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Charissa Publisher', 'Penulis': 'Adi Jarot Pamungkas', 'Berat': '400 gram', 'Product Tags': ' \nadi jarot pamungkas\nbuku hobi\ncharissa publisher\nhobi\n\n'}",https://www.solusibuku.com/image/c/data/produk/smm/Slide59-cr-500x500.jpeg,https://www.solusibuku.com/hobi/aku-suka-musik.html
34,Black Pink 4Ever Young,"Rp.68,000 ","
          Buku ini berisi perjalanan karier atau biografi anggota girl band black pink.        ","{'Kategori': 'Hobi', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '160 halaman', 'Dimensi': '14x21 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Aria Media Mandiri', 'Penulis': 'Caramellatte-Mochiiatoo', 'Berat': '400 gram', 'Product Tags': ' \naria media mandiri\nbuku hobi\ncaramellatte-mochiiatoo\nhobi\n\n'}",https://www.solusibuku.com/image/c/data/produk/smm/Slide69-cr-500x500.jpeg,https://www.solusibuku.com/hobi/black-pink-4ever-young.html
35,Belajar Fotografi Makanan Untuk Pemula,"Rp.68,000 ","
          Pingin media sosial anda dihiasi foto-foto makanan keren ala-ala food
 blogger dengan hanya berbekal smartphone atau pocket camera? tepat jika anda memilih buku ini.
 bagi penggemar traveling atau wisata kuliner, salah satu hal paling asyik adalah sharing foto-foto
 makanan melalui media sosial. demikian pula bagi anda yang hobi cooking ataupun baking, fotografi
 makanan juga menjadi hal yang “wajib” anda kuasai. karena, foto-foto yang anda unggah akan
 memungkinkan terbukanya jalan tambahan penghasilan. ingat, media sosial adalah tempat
 berpromosi gratis tetapi sangat efektif.        ","{'Kategori': 'Hobi', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '184 halaman', 'Dimensi': '15x23 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Trans Idea Publishing', 'Penulis': 'Muharini Dan Listiana S.', 'Berat': '400 gram', 'Product Tags': ' \nbuku hobi\nhobi\nmuharini dan listiana s\ntrans idea publishing\n\n'}",https://www.solusibuku.com/image/c/data/produk/smm/Slide71-cr-500x500.jpeg,https://www.solusibuku.com/hobi/belajar-fotografi-makanan-untuk-pemula.html
36,Bikin Film Pakai Smartphone Itu Keren,"Rp.46,400 ","
          Buku ini secara umum membahas pembuatan karya film, dan secara khusus membahas pembuatan karya film menggunakan smartphone. Jadi, pembaca akan menemukan cara-cara membuat film dengan menggunakan smartphone.        ","{'Kategori': 'Hobi', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '208 halaman', 'Dimensi': '20x14 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Araska Publisher', 'Penulis': 'Been Rafanani', 'Berat': '400 gram', 'Product Tags': ' \naraska publisher\nbeen rafanani\nbuku hobi\nhobi\n\n'}",https://www.solusibuku.com/image/c/data/produk/smm/Slide90-cr-500x500.jpeg,https://www.solusibuku.com/hobi/bikin-film-pakai-smartphone-itu-keren.html
37,Hypnotic Diary Diet Kenyang,"Rp.68,800 ","
          Ini adalah buku ketiga Dewi Hughes yang terbit di Grasindo. Buku ini berisi cerita Dewi Hughes sejak tahun 2016. Ketika ia sakit, bahkan nyaris lumpuh karena obesitas. Titik balik terjadi ketika ia menyadari harus melakukan sesuatu untuk hidup lebih sehat. Ia melakukan #DietKenyang dan mendapatkan langsing sebagai bonus. Diet yang dilakukan juga berhasil karena ia menjalani hipnoterapi yang dilakukan kepada dirinya sendiri.        ","{'Kategori': 'Hobi', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '176 halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Berat': '500 gram', 'Product Tags': ' \nbuku hobi\ndewi hughes\ngrasindo\nhobi\n\n'}",https://www.solusibuku.com/image/c/data/produk/eksternal/Slide168-cr-500x500.jpeg,https://www.solusibuku.com/hobi/hypnotic-diary-diet-kenyang.html
38,Girls' Generation,"Rp.79,200 ","
          Buku ini berisi kisah perjalanan Girl's Generation sejak sebelum debut hingga sekarang. Kesuksesan Girl's Generation menjadi role mode bagi grup-grup lain di Korea Selatan, bahkan siapa pun. Bagaimana perjuangan member Girl's Generation hingga tetap eksis sampai saat ini? Dapatkan selengkapnya di buku ini! Selamat membaca!        ","{'Kategori': 'Hobi', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '123 halaman', 'Dimensi': '17 x 24 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'C-Klik Media', 'Penulis': 'Abu Arsyad Abdurrahman', 'Berat': '300 gram', 'Product Tags': ' \nbuku hiburan\ncklik media\nhiburan\nkyla jung\n\n'}",https://www.solusibuku.com/image/c/data/produk/smm/juli/Slide04-cr-500x500.jpeg,https://www.solusibuku.com/hobi/girls-generation.html
39,Musik Playlist 16,"Rp.49,600 ","
          Buku ini menyajikan partitur lagu-lagu barat yang sedang hits diantaranya: 2002-Anne Marie, DDu-DU-DDU-DU Black Pink, Let Me-Zayn, Girls Like You-Maroon 5 feat Cardi B, Solo- Clean Bandit feat.Demi Lovato, Happler-Ed Sheeren, dll. Dilengkapi dengan not balok dan not angka sehingga mudah untuk dipraktekan untuk yang sedang belajar gitar, keyboard, piano dan vocal serta alat musik lainya.        ","{'Kategori': 'Hobi', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '104 halaman', 'Dimensi': '21 x 29 cm ', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Yanita', 'Penulis': 'Ambhita Dhyaningrum', 'Berat': '300 gram', 'Product Tags': ' \nbuku hiburan\nhiburan\nyanita\nyeyen subiakto\n\n'}",https://www.solusibuku.com/image/c/data/produk/smm/juli/Slide08-cr-500x500.jpeg,https://www.solusibuku.com/hobi/musik-playlist-16.html
40,Winner  Who’S Next It’S The Winner,"Rp.71,200 ","
          Buku ini berisi tentang perjuangan sebuah boyband Winner. Sebab, tidak ada usaha yang tidak menimbulkan luka. Tidak apa untuk terluka sedikit namun, kau akan mendapat hasil yang di luar dugaan dan keingingan. Menjadi pemenang juga bukan perkara siapa yang utama, tetapi sesuatu yang diperjuangkan agar bertahan lama. Seperti perjalanan panjang Winner, pernah mereka jatuh dan kehilangan sekali. Namun, itulah awal perjalanan mereka. Mencapai keberhasilan menjadi pemenang. Selamat membaca Winner! Who's next? It's the winner.        ","{'Kategori': 'Hobi', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '99 halaman', 'Dimensi': '17 x 24 cm ', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'C-Klik Media', 'Penulis': 'Claudia Kim', 'Berat': '300 gram', 'Product Tags': ' \nbuku hiburan\ncklik media\nclaudia kim\nhiburan\n\n'}",https://www.solusibuku.com/image/c/data/produk/smm/agustus/Slide17-cr-500x500.jpeg,https://www.solusibuku.com/hobi/winner-whos-next-its-the-winner.html
41,Annyeong Korean Fever,"Rp.63,200 ","
Buku ini akan menjadi referensi yang tentu dibutuhkan bagi siapa pun yang saat ini terkena ""demam Korea"", ingin mengenal lebih jauh tentang hal-hal menarik seputar Korea. Misalnya artis, drama Korea, bahasa, makanan, pakaian, olahraga, tempat wisata terpopuler di Korea dan lain sebagainya. Selamat membaca!
","{'Kategori': 'Hobi', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '141 halaman', 'Dimensi': '14 x 21 cm ', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'C-Klik Media', 'Penulis': 'Goo Bonsu', 'Berat': '300 gram', 'Product Tags': ' \nbuku hiburan\ncklik media\ngoo bonsu\nhiburan\n\n'}",https://www.solusibuku.com/image/c/data/produk/smm/september/Slide01-cr-500x500.jpeg,https://www.solusibuku.com/hobi/annyeong-korean-fever.html
42,Exo World Two Side Story,"Rp.79,200 ","
          Karier yang cemerlang dan keberhasilan sebuah grup di panggung hiburan Korea menarik untuk diulik. Namun, terkadang kisah kelam yang menyertai di dalamny juga perlu untuk diangkat ke permukaan agar pembaca dan penggemar tidak hanya mendapat kisah dari satu sisi. Kisah sukses mengajarkan kita tentang cara orang mencapai puncak. Sedangkan kisah kelam justru mengajarkan kita cara bertahan di tengah keterpurukan berteman dengan kegagalan, lalu bangkit kembali. 
Melalui dua kisah tersebut, pembaca dan penggemar akan semakin kaya dalam mengambil dan memetik pelajaran yang terkandung di dalamnya. Sehingga tidak hanya melihat dari sisi terbaiknya, tetapi juga dapat mendalami sisi terburuknya. Recommended book for EXO-L!        ","{'Kategori': 'Hobi', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '150 halaman', 'Dimensi': '17 x 24 cm ', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'C-Klik Media', 'Penulis': 'Choi Dahee', 'Berat': '300 gram', 'Product Tags': ' \nbuku hiburan\nc-klik media\nchoi dahee\nhiburan\n\n'}",https://www.solusibuku.com/image/c/data/produk/smm/september/Slide05-cr-500x500.jpeg,https://www.solusibuku.com/hobi/exo-world-two-side-story.html
43,Txt The Best Rookie Of KPop,"Rp.71,200 ","
          Boyband ini merupakan grup K-Pop rilisan kedua setelah Big Hit Entertaiment sukses mengasuh BTS. Sejak pertama kali rencana kelahiran TXT diumumkan oleh Big Hit pada bulan November 2018, penggemar K-Pop memang sudah heboh membicarakan mereka. Setelah hampir enam tahun membangun kejayaan, kini BTS akan segera mempunyai ""adik"". TXT sendiri adalah singkatan dari Tomorrow X Together atau Tomorrow By Together. Grup ini memiliki lima member, yaitu Yeonjun, Soobin, Hueningkai, Taehyun, dan Beomgyu. Sekarang TXT menjadi salah satu rookie yang sedang naik daun. Penasaran dengan TXT? Yuk, kenalan dengan TXT  melalui buku ini.        ","{'Kategori': 'Hobi', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '118 halaman', 'Dimensi': '17 x 24 cm ', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'C-Klik Media', 'Penulis': 'Na Young', 'Berat': '300 gram', 'Product Tags': ' \nbuku hiburan\nc-klik media\nhiburan\nna young\n\n'}",https://www.solusibuku.com/image/c/data/produk/smm/september/Slide06-cr-500x500.jpeg,https://www.solusibuku.com/hobi/txt-the-best-rookie-of-k-pop.html
44,Youtuber for dummies,"Rp.132,000","

Buku karangan Deddy Corbuzier ini berisi panduan lengkap step-by step belajar jadi Youtuber untuk pemula. Pembahasan dimulai dari apa itu Youtube, apa saja yang menahan seseorang untuk tidak mulai membuat video, tentang apa tujuan menjadi Youtuber, bagaimana cara membuat video, cara mengedit, perlengkapan yang dibutuhkan, do & don’t dalam membuat video Youtuber, juga dilengkapi dengan kisah-kisah Youtuber sukses seperti Ata Halilintar, Arab, dsb.
","{'Kategori': 'Hobi', 'Penyunting': 'Tim Penyunting', 'Dimensi': '20x21 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Berat': '500 gram', 'Product Tags': ''}",https://www.solusibuku.com/image/c/data/Youtuberfordummies-cr-500x500.jpeg,https://www.solusibuku.com/hobi/youtuber-for-dummies.html
45,Rumah Kosong Horor Anak 1,"Rp.28,000 ","
          Leo, Hana dan Doni adalah tiga orang sahabat. Pada awalnya, Doni merasa aneh dengan rumah kosong yang selalu ia lewati saat berangkat dan pulang sekolah. Doni selalu ketakutan saat melewati rumah itu. Sebagai sahabat, Leo dan Hana pun ingin membuktikan bahwa tak ada yang perlu ditakutkan oleh Doni dengan rumah itu. Mereka akhirnya bersama-sama ke rumah kosong itu. Lalu, apa yang selanjutnya terjadi? Segera dapatkan seri Cerita Horor Anak ini!        ","{'Kategori': 'Hobi', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '97 Halaman', 'Dimensi': '15 x 23 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'C-Klik Media', 'Berat': '300 gram', 'Product Tags': ' \nC-Klik Media\n\n'}",https://www.solusibuku.com/image/c/data/produk/2019/smm/nov/Slide27-cr-500x500.jpeg,https://www.solusibuku.com/hobi/rumah-kosong-horor-anak-1.html
46,Teror Liburan Horor Anak 2,"Rp.28,000 ","
          Ujian akhir baru saja berakhir. Setelah rapor dibagikan, artinya musim liburan pun tiba. Hana hendak berlibur ke rumah neneknya di Solo. Sedangkan, Leo dan Doni berlibur ke Bandung. Perlu diketahui, semenjak kejadian rumah kosong, kejadian misterius dan teror terus terjadi kepada mereka. Apakah teror masih berlanjut di liburan ini? Segera dapatkan buku seri Cerita Horor Anak ini!        ","{'Kategori': 'Hobi', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '97 Halaman', 'Dimensi': '15 x 23 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'C-Klik Media', 'Berat': '300 gram', 'Product Tags': ' \nC-Klik Media\n\n'}",https://www.solusibuku.com/image/c/data/produk/2019/smm/nov/Slide28-cr-500x500.jpeg,https://www.solusibuku.com/hobi/teror-liburan-horor-anak-2.html
47,Buku Minta Dibanting  Sticker Pack  Miniposter Rintik Sedu,"Rp.53,550 ","
BONUS SPECIAL SALE NIH SOB:
- STICKER PACK.
- MINIPOSTER EKSLUSIF RINTIK SEDU.
- BOOKMARK & FREE BUBBLE WRAP (AGAR HATIMU TIDAK MUDAH HANCUR SAAT DIBANTING)
Buku Minta Dibanting (Penulis  Rintik Sedu). Wahai, kalian yang ngakunya single-but-unavailable, masih sering di-PHP-in? Itu tuh lo yang mendadak berharap cuma gara-gara di-chat, atau gimana? Suka ngasih kode ke gebetan tapi nggak mempan? Atau, belum bisa move on dari mantan yang udah gandeng pasangan barunya?
""Dunia ini di dominasi oleh mereka yang sayang, tapi gak berani bilang.""
""Sebagian orang cuma bisa mikirin, bukan milikin""
Buku ini pas banget buat kalian! Bisa kalian sobek dan kirim langsung ke target, daripada ngasih kode via media sosial yang dilihat-juga-nggak sama target. Izinkan Mblo dan Mblu membantu kalian. Tapi jangan baper ya, soalnya ini tuh Buku Minta Dibanting banget!
","{'Kategori': 'Hobi', 'Penyunting': 'Tim Penyunting', 'Dimensi': '18x11 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Berat': '400 gram', 'Product Tags': ' \nBuku Minta dibanting\nRintik Sedu\n\n'}",https://www.solusibuku.com/image/c/data/bukumintadibanting-cr-500x500.jpg,https://www.solusibuku.com/hobi/buku-minta-dibanting-sticker-pack-miniposter-rintik-sedu.html
48,Top Bank Semua Jenis Soal Tpa Untuk Pelajar Paling Akur,"Rp.41,500 ","
          Tes Potensi Akademik (TPA) biasa dilakukan untuk mengetahui kemampuan dan bakat seseorang di bidang akademis. Tes ini juga telah dilakukan sebagai Tes Masuk Sekolah Favorit. Dengan adanya Tes Potensi Akademik (TPA), sekolah-sekolah tersebut dapat menjaring siswa yang memiliki kemampuan akademis terbaik. Untuk menghadapi
tes tersebut, kamu dapat mempersiapkan diri dengan cara berlatih mengerjakan soal-soal TPA.

Buku TOP BANK SEMUA JENIS SOAL TPA UNTUK PELAJAR PALING AKURAT menyajikan berbagai jenis soal Tes Potensi Akademik (TPA) yang meliputi:
1. Rangkuman Materi
2. Contoh Soal dan Pembahasan
3. Soal Latihan dan Kunci Jawaban
4. Tips dan Trik mengerjakan soal TPA
Dengan mengerjakan soal-soal latihan pada buku ini, kamu diharapkan dapat mengerjakan soal-soal Tes Potensi Akademik (TPA) untuk masuk sekolah dengan baik.

Selamat Berlatih!        ","{'Kategori': 'Hobi', 'Penyunting': 'Tim Penyusun', 'Ketebalan': ' ', 'Dimensi': '16 x 19 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Berat': '500 gram', 'Product Tags': ' \n buku motivasi\n gramedia\nbuku bisnis\n\n'}",https://www.solusibuku.com/image/c/data/produk/obral/Slide007-cr-500x500.jpeg,https://www.solusibuku.com/hobi/top-bank-semua-jenis-soal-tpa-untuk-pelajar-paling-akur.html
49,Sales Warrior Using Rave Sales Principles Sc,"Rp.44,000 ","
          HOW TO SELL MORE THROUGH TRUSTED RELATIONSHIP AND PROFESSIONALLY COMPETING ON VALUE, NOT PRICE!
-------------------------------------------------------------------------------------------------
“Dengan membaca buku ini, Anda akan menemukan konsep dan teknik untuk menjadi pasukan elite penjualan dan meraih hasil jauh di atas rata-rata.”
-- RANDY LIANGGARA
Country CEO, AXA Indonesia

“RAVE Sales Principles adalah cara jitu untuk mempertahankan pelanggan utama sekaligus melipatgandakan kesuksesan bisnis.”
-- TONY SARTONO
Managing Director, PT Kawan Lama Sejahtera

“Buku ini menjadi dasar yang sangat berarti di era yang penuh persaingan, terutama dengan akan diberlakukannya MEA, yang mengakibatkan pesaing kita
bukan hanya lokal tapi dunia internasional.”
-- ANTHONY SOEWANDY
Deputy CEO, Bank Victoria International

“Di tengah persaingan yang semakin ketat, dibutuhkan panduan yang dapat mengakselerasi kemampuan sales team. Buku ini merupakan jawabannya,
berisi prinsip dan teknik utama yang akan membimbing semua tenaga penjual menjadi pasukan elite penjualan.”
-- RONY SUGIARTO
Sales Director, PT Tempo Distribution Division

“Bagian yang sangat saya hargai dari RAVE Sales Principles adalah konsep ‘memanusiakan pelanggan’. Dengan mindset seperti ini, Sales Warrior meyakini
bahwa tugasnya adalah melayani konsumen. Konsekuensi logisnya, profit datang dengan sendirinya.”
-- JOSEPH BATAONA
HR Director, PT Indofood Sukses Makmur Tbk.        ","{'Kategori': 'Hobi', 'Penyunting': 'Tim Penyusun', 'Ketebalan': ' ', 'Dimensi': '16 x 19 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Berat': '500 gram', 'Product Tags': ' \n buku motivasi\n gramedia\nbuku bisnis\n\n'}",https://www.solusibuku.com/image/c/data/produk/obral/Slide010-cr-500x500.jpeg,https://www.solusibuku.com/hobi/sales-warrior-using-rave-sales-principles-sc.html
50,BTS  A SPLENDID STORY OF YOUNGSTERS THAT TEACH YOU FROM NOTHING TO SOMETHING,"Rp.111,840","
          BANGTAN SONYEONDAN, atau yang sering lebih disebut dengan BTS di tahun 2018 ini memantapkan kariernya di Blantika Musik Internasional. Setelah debutnya di percaturan papan atas Billboard US dan kemenangannya di American Music Awards 2017, masyarakat dunia kini mengetahui dan mengenal sosok grup idola yang beranggotakan tujuh orang ini lebih jauh. Yang bisa kita tarik kesimpulan dari buku ini adalah perjuangan mereka untuk menjadi seperti sekarang ini. Semangat dan Passion adalah dua hal yang sangat dibutuhkan untuk meraih kesuksesan. Jadi memang  jika sekelumit kisah mereka ini kita rangkum menjadi sebuah kisah : A Splendid Story Of Youngsters That Teach You From Nothing To Something. Sebuah kisah yang menginspirasi bagaimana menjadi luar biasa dari nol.
Hwaiting Ya Ching!        ","{'Kategori': 'Hobi', 'Ketebalan': '240 Hal Halaman', 'Dimensi': '16 x 24 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Nabila Zahwa Primasti ', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide72-cr-500x500.JPG,https://www.solusibuku.com/hobi/bts-a-splendid-story-of-youngsters-that-teach-you-from-nothing-to-something.html
51,WANNA ONE  THE STAR IS US,"Rp.92,800 ","
          Yoon Jisung! Ha Sungwoon! Hwang Minhyun! Ong Seongwoo! Kim Jaehwan! Kang Daniel! Park Jihoon! Park Woojin! Bae Jinyoung! Lee Daehwi! Lai Guanlin! Wanna One Jjang! Saranghaneun Wanna One! Yeongweonhi Wanna One!
Kami adalah sebelas pria dari banyak agensi yang mempunyai satu mimpi: MENJADI BINTANG DI ATAS PANGGUNG. So, here we are, we are one, the star is us, the stage is ours, the legacy is yours to follow!        ","{'Kategori': 'Hobi', 'Ketebalan': '332 Hal Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Nabila Zahwa Primasti ', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide73-cr-500x500.JPG,https://www.solusibuku.com/hobi/wanna-one-the-star-is-us.html
52,EXOCLOPEDIA FOREVER TIGA KALI NOL,"Rp.71,600 ","
          Annyong EXO-L,
“Yehet!”, itulah kata yang sering diucapkan oleh Sehun ketika lagi senang. Dia merupakan salah satu member boy band asal Korea Selatan, EXO. Di kancah music dunia, grup penyanyi cowok yang terbentuk pada tahun 2011 ini sudah banyak mengeluarkan album lagu, bahkan mereka sudah tercatat dalam Guinness World Records sebagai “Peraih Daesang (Penghargaan Utama) Terbanyak di Mnet Asian Music Awards”. EXO­dulunya beranggotakan 12 cowok-cowok keren dengan power-nya masing-masingkini mereka tinggal bersembilan saja. Ada Xiumin, Suho, Lay, Baekhyun, Chen, Chanyeol, D.O., Kai, and Sehun. Mmm, apa kalian penasaran dengan kisah-kisah mereka?        ","{'Kategori': 'Hobi', 'Ketebalan': '204 hal Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Kim Ayuzawa', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide74-cr-500x500.JPG,https://www.solusibuku.com/hobi/exoclopedia-forever-tiga-kali-nol.html
53,BTS 24  7  FOREVER WITH US,"Rp.71,600 ","
          Bicara mengenai boyband K-Pop, para pecintanya mungkin akan langsung teringat pada BTS yang saat ini tengah happening. Boyband yang terdiri dari 7 member, antara lain Rap Monster, Suga, J-Hope, V, Jungkook, Jin, dan Jimin ini sedang digandrungi K-Pop Lovers di seluruh dunia, lho! Buktinya BTS punya tentara (A.R.M.Y) yang tersebar di berbagai belahan dunia dan siap membela mati-matian idola mereka. Keberhasilan BTS dalam menarik simpati para A.R.M.Y (sebutan fans BTS) juga bukan tanpa usaha.


Sejak debut tahun 2013, boyband yang digawangi oleh Rap Monster ini perlu perjuangan kertas sebelum sukses menjadi idola. Mulai dari diremehkan sebagai rookie yang dituduh menjiplak salah satu pendahulunya hingga keberanian menembus pasar internasional, BTS nyatanya mampu membalikkan anggapan tersebut. Dengan mengusung genre music rap dan hip-hop, BTS memberi warna baru dalam dunia music K-POP.        ","{'Kategori': 'Hobi', 'Ketebalan': '220 Hal Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Karina Tyas Widyaningrum', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide75-cr-500x500.JPG,https://www.solusibuku.com/hobi/bts-24-7-forever-with-us.html
